,name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
215,"17.4116, 78.3987",2023-04-10T23:00:00,88.6,85.7,49.4,26.07,0.0,0.0,,0,0,18.9,9.8,157.4,1010.0,7.6,15.0,3.7,0.0,0,10,Clear,clear-night,
216,"17.4116, 78.3987",2023-04-11T00:00:00,86.6,84.3,51.0,29.42,0.0,0.0,,0,0,18.8,9.2,160.5,1010.0,9.9,15.0,0.0,,0,10,Clear,clear-night,
217,"17.4116, 78.3987",2023-04-11T01:00:00,85.8,83.6,51.3,30.56,0.0,0.0,,0,0,15.9,8.0,166.3,1009.7,8.1,15.0,0.0,,0,10,Clear,clear-night,
218,"17.4116, 78.3987",2023-04-11T02:00:00,84.9,83.0,51.6,31.74,0.0,0.0,,0,0,13.0,6.8,172.1,1009.3,6.4,15.0,0.0,,0,10,Clear,clear-night,
219,"17.4116, 78.3987",2023-04-11T03:00:00,84.1,82.4,51.9,32.97,0.0,0.0,,0,0,10.1,5.6,177.9,1009.0,4.6,15.0,0.0,,0,10,Clear,clear-night,
220,"17.4116, 78.3987",2023-04-11T04:00:00,83.6,82.0,51.5,33.04,0.0,0.0,,0,0,10.1,5.7,181.2,1009.3,4.8,15.0,0.0,,0,10,Clear,clear-night,
221,"17.4116, 78.3987",2023-04-11T05:00:00,83.1,81.6,51.2,33.12,0.0,0.0,,0,0,10.1,5.7,184.6,1009.7,5.1,15.0,0.0,,0,10,Clear,clear-night,
222,"17.4116, 78.3987",2023-04-11T06:00:00,82.7,81.3,50.8,33.19,0.0,0.0,,0,0,10.1,5.8,187.9,1010.0,5.3,15.0,0.0,,0,10,Clear,clear-night,
223,"17.4116, 78.3987",2023-04-11T07:00:00,84.8,82.8,50.5,30.55,0.0,0.0,,0,0,10.0,6.3,188.8,1010.7,3.7,15.0,65.7,0.2,1,10,Clear,clear-day,
224,"17.4116, 78.3987",2023-04-11T08:00:00,87.0,84.4,50.1,28.13,0.0,0.0,,0,0,9.9,6.7,189.8,1011.3,2.2,15.0,131.3,0.5,1,10,Clear,clear-day,
225,"17.4116, 78.3987",2023-04-11T09:00:00,89.1,86.3,49.7,25.93,0.0,0.0,,0,0,9.8,7.2,190.7,1012.0,0.6,15.0,197.0,0.7,2,10,Clear,clear-day,
226,"17.4116, 78.3987",2023-04-11T10:00:00,92.0,88.8,49.4,23.42,0.0,0.0,,0,0,8.3,7.6,198.8,1011.7,0.7,15.0,406.0,1.5,4,10,Clear,clear-day,
227,"17.4116, 78.3987",2023-04-11T11:00:00,94.8,91.5,49.0,21.17,0.0,0.0,,0,0,6.7,8.1,207.0,1011.3,0.7,15.0,615.0,2.2,6,10,Clear,clear-day,
228,"17.4116, 78.3987",2023-04-11T12:00:00,97.6,94.3,48.6,19.16,0.0,0.0,,0,0,5.1,8.5,215.1,1011.0,0.8,15.0,824.0,3.0,8,10,Clear,clear-day,
229,"17.4116, 78.3987",2023-04-11T13:00:00,98.8,95.4,48.1,18.1,0.0,0.0,,0,0,5.6,7.4,216.9,1009.7,7.4,15.0,879.7,3.2,9,10,Clear,clear-day,
230,"17.4116, 78.3987",2023-04-11T14:00:00,100.0,96.5,47.6,17.11,0.0,0.0,,0,0,6.0,6.3,218.7,1008.3,14.0,15.0,935.3,3.4,9,10,Clear,clear-day,
231,"17.4116, 78.3987",2023-04-11T15:00:00,101.2,97.6,47.0,16.17,0.0,0.0,,0,0,6.5,5.1,220.5,1007.0,20.6,15.0,991.0,3.6,10,10,Partially cloudy,partly-cloudy-day,
232,"17.4116, 78.3987",2023-04-11T16:00:00,100.9,97.3,46.9,16.24,0.0,0.0,,0,0,5.9,4.6,220.7,1006.7,44.8,15.0,831.7,3.0,8,10,Partially cloudy,partly-cloudy-day,
233,"17.4116, 78.3987",2023-04-11T17:00:00,100.6,96.9,46.8,16.32,0.0,0.0,,0,0,5.3,4.1,220.9,1006.3,68.9,15.0,672.3,2.4,7,10,Partially cloudy,partly-cloudy-day,
234,"17.4116, 78.3987",2023-04-11T18:00:00,100.3,96.6,46.7,16.39,0.0,0.0,,0,0,4.7,3.6,221.1,1006.0,93.1,15.0,513.0,1.8,5,10,Overcast,cloudy,
235,"17.4116, 78.3987",2023-04-11T19:00:00,98.3,94.7,47.6,18.07,0.0,0.0,,0,0,7.5,5.5,190.0,1007.0,62.9,15.0,343.3,1.2,0,10,Partially cloudy,partly-cloudy-night,
236,"17.4116, 78.3987",2023-04-11T20:00:00,96.2,92.9,48.6,19.94,0.0,0.0,,0,0,10.4,7.5,158.8,1008.0,32.6,15.0,173.7,0.6,0,10,Partially cloudy,partly-cloudy-night,
237,"17.4116, 78.3987",2023-04-11T21:00:00,94.2,91.0,49.5,22.01,0.008,0.0,rain,0,0,13.2,9.4,127.7,1009.0,2.4,15.0,4.0,0.0,0,10,Clear,clear-night,
238,"17.4116, 78.3987",2023-04-11T22:00:00,92.6,89.6,50.3,23.72,0.0,0.0,,0,0,13.6,9.0,136.8,1009.3,3.3,15.0,2.7,0.0,0,10,Clear,clear-night,
239,"17.4116, 78.3987",2023-04-11T23:00:00,91.1,88.2,51.0,25.58,0.0,0.0,,0,0,14.1,8.6,145.8,1009.7,4.1,15.0,1.3,0.0,0,10,Clear,clear-night,
240,"17.4116, 78.3987",2023-04-12T00:00:00,89.5,86.9,51.7,27.58,0.0,0.0,,0,0,14.5,8.3,154.9,1010.0,5.0,15.0,0.0,,0,10,Clear,clear-night,
241,"17.4116, 78.3987",2023-04-12T01:00:00,88.5,86.2,53.0,29.9,0.0,0.0,,0,0,13.6,7.7,158.6,1009.0,3.3,15.0,0.0,,0,10,Clear,clear-night,
242,"17.4116, 78.3987",2023-04-12T02:00:00,87.5,85.6,54.3,32.41,0.0,0.0,,0,0,12.8,7.1,162.4,1008.0,1.7,15.0,0.0,,0,3,Clear,clear-night,
243,"17.4116, 78.3987",2023-04-12T03:00:00,86.4,85.0,55.7,35.13,0.0,0.0,,0,0,11.9,6.5,166.1,1007.0,0.0,15.0,0.0,,0,3,Clear,clear-night,
244,"17.4116, 78.3987",2023-04-12T04:00:00,86.0,84.4,55.0,34.82,0.0,0.0,,0,0,15.9,8.1,191.7,1007.7,1.7,15.0,0.0,,0,3,Clear,clear-night,
245,"17.4116, 78.3987",2023-04-12T05:00:00,85.5,83.9,54.3,34.52,0.0,0.0,,0,0,19.9,9.8,217.4,1008.3,3.3,15.0,0.0,,0,3,Clear,clear-night,
246,"17.4116, 78.3987",2023-04-12T06:00:00,85.0,83.4,53.7,34.22,0.0,0.0,,0,0,23.9,11.4,243.0,1009.0,5.0,15.0,0.0,,0,3,Clear,clear-night,
247,"17.4116, 78.3987",2023-04-12T07:00:00,87.2,85.3,54.1,32.3,0.0,0.0,,0,0,21.5,11.5,241.9,1009.3,10.0,15.0,65.7,0.2,1,3,Clear,clear-day,
248,"17.4116, 78.3987",2023-04-12T08:00:00,89.4,87.4,54.4,30.51,0.0,0.0,,0,0,19.2,11.6,240.9,1009.7,15.0,15.0,131.3,0.5,1,3,Clear,clear-day,
249,"17.4116, 78.3987",2023-04-12T09:00:00,91.7,89.6,54.8,28.84,0.0,0.0,,0,0,16.8,11.6,239.8,1010.0,20.0,15.0,197.0,0.7,2,3,Clear,clear-day,
250,"17.4116, 78.3987",2023-04-12T10:00:00,94.7,92.4,53.3,24.88,0.0,0.0,,0,0,13.1,10.1,253.8,1009.7,15.4,15.0,405.0,1.5,4,10,Clear,clear-day,
251,"17.4116, 78.3987",2023-04-12T11:00:00,97.8,95.2,51.9,21.49,0.0,0.0,,0,0,9.5,8.6,267.7,1009.3,10.8,15.0,613.0,2.2,6,10,Clear,clear-day,
252,"17.4116, 78.3987",2023-04-12T12:00:00,100.8,98.0,50.4,18.57,0.0,0.0,,0,0,5.8,7.2,281.7,1009.0,6.2,15.0,821.0,3.0,8,10,Clear,clear-day,
253,"17.4116, 78.3987",2023-04-12T13:00:00,101.9,98.6,48.6,16.85,0.0,0.0,,0,0,5.5,6.1,293.2,1007.7,15.7,15.0,860.3,3.1,9,10,Clear,clear-day,
254,"17.4116, 78.3987",2023-04-12T14:00:00,102.9,99.2,46.8,15.27,0.0,0.0,,0,0,5.2,5.1,304.6,1006.3,25.2,15.0,899.7,3.3,9,10,Partially cloudy,partly-cloudy-day,
255,"17.4116, 78.3987",2023-04-12T15:00:00,103.9,99.8,45.0,13.84,0.0,0.0,,0,0,4.9,4.0,316.1,1005.0,34.7,15.0,939.0,3.4,9,10,Partially cloudy,partly-cloudy-day,
256,"17.4116, 78.3987",2023-04-12T16:00:00,102.8,98.9,45.5,14.52,0.0,0.0,,0,0,6.2,6.0,240.8,1004.7,29.2,15.0,755.7,2.7,8,10,Partially cloudy,partly-cloudy-day,
257,"17.4116, 78.3987",2023-04-12T17:00:00,101.8,97.9,45.9,15.24,0.0,0.0,,0,0,7.5,7.9,165.4,1004.3,23.7,15.0,572.3,2.1,6,10,Partially cloudy,partly-cloudy-day,
258,"17.4116, 78.3987",2023-04-12T18:00:00,100.7,96.9,46.3,15.99,0.0,0.0,,0,0,8.7,9.8,90.1,1004.0,18.2,15.0,389.0,1.4,4,10,Clear,clear-day,
259,"17.4116, 78.3987",2023-04-12T19:00:00,98.9,95.1,46.0,16.67,0.0,9.5,,0,0,9.6,9.2,115.1,1005.0,40.4,15.0,266.7,1.0,0,10,Partially cloudy,partly-cloudy-night,
260,"17.4116, 78.3987",2023-04-12T20:00:00,97.2,93.3,45.7,17.37,0.0,9.5,,0,0,10.5,8.5,140.1,1006.0,62.6,15.0,144.3,0.5,0,10,Partially cloudy,partly-cloudy-night,
261,"17.4116, 78.3987",2023-04-12T21:00:00,95.4,91.6,45.4,18.12,0.0,9.5,,0,0,11.4,7.8,165.1,1007.0,84.8,15.0,22.0,0.1,0,10,Partially cloudy,partly-cloudy-night,
262,"17.4116, 78.3987",2023-04-12T22:00:00,94.4,90.8,47.0,19.88,0.0,9.5,,0,0,12.8,7.9,158.9,1007.3,58.2,15.0,14.7,0.1,0,10,Partially cloudy,partly-cloudy-night,
263,"17.4116, 78.3987",2023-04-12T23:00:00,93.4,90.1,48.7,21.8,0.0,9.5,,0,0,14.2,8.0,152.8,1007.7,31.6,15.0,7.3,0.0,0,10,Partially cloudy,partly-cloudy-night,
264,"17.4116, 78.3987",2023-04-13T00:00:00,92.4,89.4,50.3,23.9,0.0,9.5,,0,0,15.7,8.1,146.6,1008.0,5.0,15.0,0.0,,0,3,Clear,clear-night,
265,"17.4116, 78.3987",2023-04-13T01:00:00,89.9,87.7,54.1,29.78,0.0,0.0,,0,0,15.7,8.2,152.1,1007.7,13.4,15.0,0.0,,0,3,Clear,clear-night,
266,"17.4116, 78.3987",2023-04-13T02:00:00,87.3,86.4,57.9,37.06,0.0,0.0,,0,0,15.7,8.4,157.7,1007.3,21.7,15.0,0.0,,0,3,Partially cloudy,partly-cloudy-night,
267,"17.4116, 78.3987",2023-04-13T03:00:00,84.8,85.3,61.8,46.05,0.0,0.0,,0,0,15.7,8.5,163.2,1007.0,30.1,15.0,0.0,,0,8,Partially cloudy,partly-cloudy-night,
268,"17.4116, 78.3987",2023-04-13T04:00:00,85.3,85.2,60.2,42.9,0.0,0.0,,0,0,14.8,7.7,180.9,1007.3,21.7,15.0,0.0,,0,3,Partially cloudy,partly-cloudy-night,
269,"17.4116, 78.3987",2023-04-13T05:00:00,85.7,85.1,58.6,39.95,0.0,0.0,,0,0,14.0,6.9,198.7,1007.7,13.4,15.0,0.0,,0,3,Clear,clear-night,
270,"17.4116, 78.3987",2023-04-13T06:00:00,86.1,85.0,56.9,37.19,0.0,0.0,,0,0,13.2,6.0,216.4,1008.0,5.0,15.0,0.0,,0,3,Clear,clear-night,
271,"17.4116, 78.3987",2023-04-13T07:00:00,88.6,86.8,55.2,32.37,0.0,0.0,,0,0,11.6,6.0,237.9,1008.7,5.0,15.0,67.0,0.2,1,3,Clear,clear-day,
272,"17.4116, 78.3987",2023-04-13T08:00:00,91.0,88.7,53.6,28.18,0.0,0.0,,0,0,9.9,5.9,259.3,1009.3,5.0,15.0,134.0,0.5,1,3,Clear,clear-day,
273,"17.4116, 78.3987",2023-04-13T09:00:00,93.5,90.7,51.9,24.54,0.0,0.0,,0,0,8.3,5.8,280.8,1010.0,5.0,15.0,201.0,0.7,2,3,Clear,clear-day,
274,"17.4116, 78.3987",2023-04-13T10:00:00,96.4,93.1,49.3,20.36,0.0,0.0,,0,0,8.6,6.3,192.2,1009.3,3.3,15.0,411.0,1.5,4,10,Clear,clear-day,
275,"17.4116, 78.3987",2023-04-13T11:00:00,99.2,95.5,46.6,16.89,0.0,0.0,,0,0,8.9,6.7,103.5,1008.7,1.7,15.0,621.0,2.2,6,10,Clear,clear-day,
276,"17.4116, 78.3987",2023-04-13T12:00:00,102.1,97.9,44.0,14.01,0.0,0.0,,0,0,9.2,7.2,14.9,1008.0,0.0,15.0,831.0,3.0,8,10,Clear,clear-day,
277,"17.4116, 78.3987",2023-04-13T13:00:00,103.4,99.0,43.3,13.16,0.0,0.0,,0,0,8.5,7.4,18.4,1006.7,26.1,15.0,887.7,3.2,9,10,Partially cloudy,partly-cloudy-day,
278,"17.4116, 78.3987",2023-04-13T14:00:00,104.6,100.1,42.6,12.36,0.0,0.0,,0,0,7.8,7.6,22.0,1005.3,52.3,15.0,944.3,3.4,9,10,Partially cloudy,partly-cloudy-day,
279,"17.4116, 78.3987",2023-04-13T15:00:00,105.9,101.1,42.0,11.61,0.0,0.0,,0,0,7.2,7.8,25.5,1004.0,78.4,15.0,1001.0,3.6,10,10,Partially cloudy,partly-cloudy-day,
280,"17.4116, 78.3987",2023-04-13T16:00:00,104.9,100.2,42.1,11.99,0.0,0.0,,0,0,6.9,7.2,35.1,1004.0,85.6,15.0,793.7,2.9,8,10,Partially cloudy,partly-cloudy-day,
281,"17.4116, 78.3987",2023-04-13T17:00:00,103.8,99.2,42.1,12.39,0.0,0.0,,0,0,6.6,6.5,44.6,1004.0,92.8,15.0,586.3,2.1,6,10,Overcast,cloudy,
282,"17.4116, 78.3987",2023-04-13T18:00:00,102.8,98.3,42.2,12.8,0.0,0.0,,0,0,6.3,5.8,54.2,1004.0,100.0,15.0,379.0,1.4,4,10,Overcast,cloudy,
283,"17.4116, 78.3987",2023-04-13T19:00:00,100.3,96.4,45.8,15.84,0.0,0.0,,0,0,11.8,8.4,92.5,1004.7,78.3,15.0,254.0,0.9,0,10,Partially cloudy,partly-cloudy-night,
284,"17.4116, 78.3987",2023-04-13T20:00:00,97.8,94.6,49.4,19.57,0.0,0.0,,0,0,17.3,10.9,130.9,1005.3,56.7,15.0,129.0,0.5,0,10,Partially cloudy,partly-cloudy-night,
285,"17.4116, 78.3987",2023-04-13T21:00:00,95.3,92.8,53.0,24.15,0.0,0.0,,0,0,22.8,13.4,169.2,1006.0,35.0,15.0,4.0,0.0,0,10,Partially cloudy,partly-cloudy-night,
286,"17.4116, 78.3987",2023-04-13T22:00:00,94.5,92.0,52.7,24.52,0.0,0.0,,0,0,18.3,10.5,183.4,1006.3,34.6,15.0,2.7,0.0,0,10,Partially cloudy,partly-cloudy-night,
287,"17.4116, 78.3987",2023-04-13T23:00:00,93.7,91.1,52.5,24.9,0.0,0.0,,0,0,13.9,7.6,197.6,1006.7,34.3,15.0,1.3,0.0,0,10,Partially cloudy,partly-cloudy-night,
288,"17.4116, 78.3987",2023-04-14T00:00:00,92.9,90.3,52.2,25.29,0.0,0.0,,0,0,9.4,4.7,211.8,1007.0,33.9,15.0,0.0,,0,10,Partially cloudy,partly-cloudy-night,
289,"17.4116, 78.3987",2023-04-14T01:00:00,89.7,88.0,55.8,31.84,0.0,4.8,,0,0,11.1,6.3,180.3,1007.0,48.6,15.0,0.0,,0,3,Partially cloudy,partly-cloudy-night,
290,"17.4116, 78.3987",2023-04-14T02:00:00,86.5,86.0,59.3,40.07,0.0,4.8,,0,0,12.8,7.8,148.7,1007.0,63.2,15.0,0.0,,0,3,Partially cloudy,partly-cloudy-night,
291,"17.4116, 78.3987",2023-04-14T03:00:00,83.2,84.2,62.9,50.4,0.0,4.8,,0,0,14.5,9.4,117.2,1007.0,77.9,15.0,0.0,,0,15,Partially cloudy,partly-cloudy-night,
292,"17.4116, 78.3987",2023-04-14T04:00:00,83.5,84.4,62.7,49.6,0.0,4.8,,0,0,13.0,8.3,146.9,1007.3,53.6,15.0,0.0,,0,8,Partially cloudy,partly-cloudy-night,
293,"17.4116, 78.3987",2023-04-14T05:00:00,83.8,84.6,62.5,48.81,0.0,4.8,,0,0,11.4,7.2,176.5,1007.7,29.2,15.0,0.0,,0,8,Partially cloudy,partly-cloudy-night,
294,"17.4116, 78.3987",2023-04-14T06:00:00,84.1,84.9,62.3,48.03,0.0,4.8,,0,0,9.8,6.0,206.2,1008.0,4.9,15.0,0.0,,0,8,Clear,clear-night,
295,"17.4116, 78.3987",2023-04-14T07:00:00,87.0,86.9,60.6,41.19,0.0,0.0,,0,0,10.9,7.3,222.6,1008.7,4.9,15.0,67.0,0.2,1,3,Clear,clear-day,
296,"17.4116, 78.3987",2023-04-14T08:00:00,89.9,89.1,58.8,35.35,0.0,0.0,,0,0,11.9,8.6,239.1,1009.3,5.0,15.0,134.0,0.5,1,10,Clear,clear-day,
297,"17.4116, 78.3987",2023-04-14T09:00:00,92.7,91.4,57.1,30.35,0.0,0.0,,0,0,13.0,9.8,255.5,1010.0,5.0,15.0,201.0,0.7,2,10,Clear,clear-day,
298,"17.4116, 78.3987",2023-04-14T10:00:00,95.4,93.6,55.2,26.15,0.0,0.0,,0,0,10.0,8.4,256.9,1009.3,4.3,15.0,407.3,1.5,4,10,Clear,clear-day,
299,"17.4116, 78.3987",2023-04-14T11:00:00,98.0,95.8,53.4,22.54,0.0,0.0,,0,0,7.0,7.0,258.3,1008.7,3.5,15.0,613.7,2.2,6,10,Clear,clear-day,
300,"17.4116, 78.3987",2023-04-14T12:00:00,100.7,98.1,51.5,19.44,0.0,0.0,,0,0,4.0,5.6,259.7,1008.0,2.8,15.0,820.0,3.0,8,10,Clear,clear-day,
301,"17.4116, 78.3987",2023-04-14T13:00:00,101.8,98.8,49.7,17.53,0.0,0.0,,0,0,4.2,5.1,241.8,1006.7,18.3,15.0,856.3,3.1,9,10,Clear,clear-day,
302,"17.4116, 78.3987",2023-04-14T14:00:00,103.0,99.5,47.8,15.81,0.0,0.0,,0,0,4.3,4.7,223.9,1005.3,33.8,15.0,892.7,3.3,9,10,Partially cloudy,partly-cloudy-day,
303,"17.4116, 78.3987",2023-04-14T15:00:00,104.1,100.2,45.9,14.24,0.0,0.0,,0,0,4.5,4.3,206.0,1004.0,49.3,15.0,929.0,3.3,9,10,Partially cloudy,partly-cloudy-day,
304,"17.4116, 78.3987",2023-04-14T16:00:00,103.3,99.7,47.1,15.22,0.0,0.0,,0,0,6.6,7.8,193.2,1003.7,52.4,15.0,783.3,2.8,8,10,Partially cloudy,partly-cloudy-day,
305,"17.4116, 78.3987",2023-04-14T17:00:00,102.5,99.2,48.2,16.26,0.0,0.0,,0,0,8.8,11.3,180.3,1003.3,55.5,15.0,637.7,2.3,6,10,Partially cloudy,partly-cloudy-day,
306,"17.4116, 78.3987",2023-04-14T18:00:00,101.7,98.7,49.4,17.37,0.0,0.0,,0,0,11.0,14.8,167.5,1003.0,58.6,15.0,492.0,1.8,5,10,Partially cloudy,partly-cloudy-day,
307,"17.4116, 78.3987",2023-04-14T19:00:00,97.5,94.6,50.9,20.93,0.0,0.0,,0,0,14.8,13.7,164.7,1004.3,47.3,15.0,332.7,1.2,0,10,Partially cloudy,partly-cloudy-night,
308,"17.4116, 78.3987",2023-04-14T20:00:00,93.2,90.6,52.5,25.27,0.0,0.0,,0,0,18.7,12.7,162.0,1005.7,35.9,15.0,173.3,0.7,0,3,Partially cloudy,partly-cloudy-night,
309,"17.4116, 78.3987",2023-04-14T21:00:00,89.0,86.9,54.1,30.57,0.0,0.0,,0,0,22.6,11.6,159.2,1007.0,24.6,15.0,14.0,0.1,0,3,Partially cloudy,partly-cloudy-night,
310,"17.4116, 78.3987",2023-04-14T22:00:00,89.8,87.5,53.1,28.81,0.0,0.0,,0,0,15.7,8.1,128.3,1007.0,31.1,15.0,9.3,0.0,0,3,Partially cloudy,partly-cloudy-night,
311,"17.4116, 78.3987",2023-04-14T23:00:00,90.7,88.1,52.2,27.15,0.0,0.0,,0,0,8.7,4.5,97.3,1007.0,37.6,15.0,4.7,0.0,0,3,Partially cloudy,partly-cloudy-night,
312,"17.4116, 78.3987",2023-04-15T00:00:00,91.5,88.7,51.3,25.58,0.0,0.0,,0,0,1.8,0.9,66.4,1007.0,44.1,15.0,0.0,,0,3,Partially cloudy,partly-cloudy-night,
313,"17.4116, 78.3987",2023-04-15T01:00:00,89.5,87.1,52.8,28.7,0.0,0.0,,0,0,5.9,3.4,91.2,1006.7,31.1,15.0,0.0,,0,3,Partially cloudy,partly-cloudy-night,
314,"17.4116, 78.3987",2023-04-15T02:00:00,87.5,85.6,54.2,32.21,0.0,0.0,,0,0,10.0,6.0,116.0,1006.3,18.0,15.0,0.0,,0,3,Clear,clear-night,
315,"17.4116, 78.3987",2023-04-15T03:00:00,85.6,84.2,55.7,36.15,0.0,0.0,,0,0,14.1,8.5,140.8,1006.0,5.0,15.0,0.0,,0,5,Clear,clear-night,
316,"17.4116, 78.3987",2023-04-15T04:00:00,84.8,84.2,58.1,40.5,0.0,0.0,,0,0,13.8,8.2,158.5,1006.3,11.4,15.0,0.0,,0,3,Clear,clear-night,
317,"17.4116, 78.3987",2023-04-15T05:00:00,84.0,84.2,60.6,45.34,0.0,0.0,,0,0,13.5,7.9,176.3,1006.7,17.7,15.0,0.0,,0,3,Clear,clear-night,
318,"17.4116, 78.3987",2023-04-15T06:00:00,83.2,84.3,63.1,50.72,0.0,0.0,,0,0,13.2,7.6,194.0,1007.0,24.1,15.0,0.0,,0,8,Partially cloudy,partly-cloudy-night,
319,"17.4116, 78.3987",2023-04-15T07:00:00,86.3,86.5,61.2,42.97,0.0,0.0,,0,0,13.1,8.5,208.4,1007.7,17.7,15.0,67.0,0.2,1,8,Clear,clear-day,
320,"17.4116, 78.3987",2023-04-15T08:00:00,89.4,88.8,59.3,36.44,0.0,0.0,,0,0,13.0,9.4,222.9,1008.3,11.4,15.0,134.0,0.5,1,10,Clear,clear-day,
321,"17.4116, 78.3987",2023-04-15T09:00:00,92.6,91.4,57.5,30.92,0.0,0.0,,0,0,13.0,10.3,237.3,1009.0,5.0,15.0,201.0,0.7,2,10,Clear,clear-day,
322,"17.4116, 78.3987",2023-04-15T10:00:00,95.1,93.7,56.5,27.63,0.0,0.0,,0,0,10.0,8.5,225.5,1008.3,36.3,15.0,407.7,1.5,4,10,Partially cloudy,partly-cloudy-day,
323,"17.4116, 78.3987",2023-04-15T11:00:00,97.6,96.1,55.6,24.7,0.0,0.0,,0,0,7.0,6.7,213.6,1007.7,67.6,15.0,614.3,2.2,6,10,Partially cloudy,partly-cloudy-day,
324,"17.4116, 78.3987",2023-04-15T12:00:00,100.1,98.5,54.6,22.1,0.0,0.0,,0,0,4.0,4.9,201.8,1007.0,98.9,15.0,821.0,3.0,8,10,Overcast,cloudy,
325,"17.4116, 78.3987",2023-04-15T13:00:00,101.4,99.2,52.6,19.79,0.0,0.0,,0,0,3.4,4.1,189.6,1006.0,99.2,15.0,850.0,3.1,9,10,Overcast,cloudy,
326,"17.4116, 78.3987",2023-04-15T14:00:00,102.7,99.9,50.6,17.72,0.0,0.0,,0,0,2.7,3.3,177.5,1005.0,99.4,15.0,879.0,3.3,9,10,Overcast,cloudy,
327,"17.4116, 78.3987",2023-04-15T15:00:00,103.9,100.7,48.6,15.85,0.0,0.0,,0,0,2.0,2.5,165.3,1004.0,99.7,15.0,908.0,3.3,9,10,Overcast,cloudy,
328,"17.4116, 78.3987",2023-04-15T16:00:00,102.3,99.3,49.6,17.24,0.0,0.0,,0,0,4.5,5.2,163.0,1004.0,99.8,15.0,718.0,2.6,7,10,Overcast,cloudy,
329,"17.4116, 78.3987",2023-04-15T17:00:00,100.7,97.9,50.6,18.76,0.0,0.0,,0,0,7.1,8.0,160.8,1004.0,99.9,15.0,528.0,1.9,5,10,Overcast,cloudy,
330,"17.4116, 78.3987",2023-04-15T18:00:00,99.1,96.4,51.5,20.41,0.004,0.0,rain,0,0,9.6,10.7,158.5,1004.0,100.0,15.0,338.0,1.2,3,10,Overcast,cloudy,
331,"17.4116, 78.3987",2023-04-15T19:00:00,96.6,94.0,52.0,22.3,0.0,0.0,,0,0,12.1,10.4,142.9,1004.7,98.3,15.0,231.7,0.8,0,10,Overcast,cloudy,
332,"17.4116, 78.3987",2023-04-15T20:00:00,94.2,91.6,52.4,24.38,0.0,0.0,,0,0,14.5,10.0,127.2,1005.3,96.7,15.0,125.3,0.5,0,10,Overcast,cloudy,
333,"17.4116, 78.3987",2023-04-15T21:00:00,91.8,89.3,52.8,26.67,0.0,0.0,,0,0,17.0,9.6,111.6,1006.0,95.0,15.0,19.0,0.1,0,3,Overcast,cloudy,
334,"17.4116, 78.3987",2023-04-15T22:00:00,91.2,88.9,53.3,27.66,0.0,0.0,,0,0,16.7,10.4,104.4,1006.3,88.0,15.0,12.7,0.0,0,3,Partially cloudy,partly-cloudy-night,
335,"17.4116, 78.3987",2023-04-15T23:00:00,90.6,88.4,53.8,28.68,0.0,0.0,,0,0,16.4,11.1,97.1,1006.7,81.0,15.0,6.3,0.0,0,3,Partially cloudy,partly-cloudy-night,
336,"17.4116, 78.3987",2023-04-16T00:00:00,90.1,87.9,54.2,29.75,0.016,0.0,rain,0,0,16.1,11.9,89.9,1007.0,74.0,15.0,0.0,,0,3,Partially cloudy,partly-cloudy-night,
337,"17.4116, 78.3987",2023-04-16T01:00:00,89.4,87.4,54.2,30.31,0.0,0.0,,0,0,19.4,14.0,130.7,1006.3,82.7,15.0,0.0,,0,3,Partially cloudy,partly-cloudy-night,
338,"17.4116, 78.3987",2023-04-16T02:00:00,88.8,86.8,54.2,30.89,0.0,0.0,,0,0,22.7,16.2,171.4,1005.7,91.3,15.0,0.0,,0,3,Overcast,cloudy,
339,"17.4116, 78.3987",2023-04-16T03:00:00,88.2,86.3,54.2,31.48,0.0,0.0,,0,0,25.9,18.3,212.2,1005.0,100.0,15.0,0.0,,0,3,Overcast,cloudy,
340,"17.4116, 78.3987",2023-04-16T04:00:00,88.8,86.3,51.4,27.85,0.0,0.0,,0,0,18.5,13.3,228.7,1005.0,88.6,15.0,0.0,,0,3,Partially cloudy,partly-cloudy-night,
341,"17.4116, 78.3987",2023-04-16T05:00:00,89.4,86.4,48.6,24.61,0.0,0.0,,0,0,11.0,8.4,245.1,1005.0,77.2,15.0,0.0,,0,10,Partially cloudy,partly-cloudy-night,
342,"17.4116, 78.3987",2023-04-16T06:00:00,90.1,86.6,45.8,21.72,0.0,0.0,,0,0,3.6,3.4,261.6,1005.0,65.8,15.0,0.0,,0,10,Partially cloudy,partly-cloudy-night,
343,"17.4116, 78.3987",2023-04-16T07:00:00,91.2,87.7,46.4,21.4,0.0,0.0,,0,0,4.5,4.0,268.3,1006.3,46.1,15.0,68.7,0.2,1,10,Partially cloudy,partly-cloudy-day,
344,"17.4116, 78.3987",2023-04-16T08:00:00,92.4,88.9,47.0,21.09,0.0,0.0,,0,0,5.5,4.7,275.0,1007.7,26.3,15.0,137.3,0.5,1,10,Partially cloudy,partly-cloudy-day,
345,"17.4116, 78.3987",2023-04-16T09:00:00,93.6,90.1,47.6,20.78,0.0,0.0,,0,0,6.5,5.4,281.7,1009.0,6.6,15.0,206.0,0.7,2,10,Clear,clear-day,
