,Time,Date,DC total voltage (v),DC total current(A),AC total voltage (v),AC Output Frequency R(Hz),temp,dew,humidity,precip,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,Daily Generation (Active)(kWh)
2659,7,342,2641.866666666667,109.80000000000001,715.5166666666667,50.01500000000001,26.3,7.9,30.99,0.0,16.6,5.9,50.0,1009.5,89.1,7.6,521,48.3
2660,8,342,2621.4416666666666,65.2,708.2,50.07,25.1,8.2,34.13,0.0,17.3,8.6,36.0,1011.8,89.1,4.9,461,51.6
2661,9,342,2627.3272727272724,32.6,707.8818181818183,49.96545454545455,25.0,6.9,31.38,0.0,16.9,5.2,70.0,1012.7,89.1,4.9,310,53.4
2662,10,342,2007.1727272727271,7.5,699.9727272727273,50.03727272727272,25.2,7.2,31.55,0.0,16.6,7.6,66.0,1009.6,88.9,4.4,184,53.7
2663,11,342,969.5999999999999,0.4,698.0,50.05,23.9,8.0,36.28,0.0,20.2,8.6,53.0,1012.0,55.7,4.9,52,53.7
2664,0,343,2413.8900000000003,17.1,702.76,49.942,19.9,11.6,58.9,0.0,11.9,9.1,353.0,1013.0,89.1,3.9,0,0.7
2665,1,343,2636.336363636364,34.4,697.3818181818182,49.85090909090909,20.4,12.0,58.27,0.0,13.7,3.7,357.0,1012.8,93.7,3.9,18,2.5
2666,2,343,2680.15,165.60000000000002,701.5666666666666,49.8475,22.9,12.3,51.35,0.0,13.3,6.8,13.0,1014.8,89.1,4.7,22,11.6
2667,3,343,2681.990909090909,157.8,706.8727272727273,49.93454545454545,24.0,17.0,64.93,0.0,12.6,18.4,40.0,1014.0,89.0,3.0,138,20.3
2668,4,343,2636.6916666666666,121.10000000000001,698.1916666666667,49.82083333333333,25.2,16.2,57.33,0.0,15.1,8.8,67.0,1011.5,89.1,4.4,220,27.5
2669,5,343,2620.6454545454544,64.3,716.3181818181818,49.98909090909091,24.9,16.3,58.98,0.0,18.0,15.0,70.0,1012.0,89.1,5.0,177,31.1
2670,6,343,2644.7357142857145,93.5,737.5285714285715,50.07,25.7,17.3,59.73,0.0,23.8,15.0,44.0,1011.2,89.1,5.0,295,35.0
2671,7,343,2684.96,28.0,735.8,49.908,25.9,15.7,53.36,0.0,23.0,12.9,46.0,1009.2,93.7,4.5,479,36.0
2672,8,343,2613.2818181818184,54.2,729.9,50.02090909090909,25.9,17.1,58.67,0.0,23.0,12.5,51.0,1010.0,89.1,5.0,454,39.0
2673,9,343,2550.5,23.9,730.9000000000001,49.98909090909091,25.0,17.1,61.73,0.0,22.7,10.7,51.0,1010.0,89.1,5.0,336,40.2
2674,10,343,1919.1333333333334,6.1,727.4499999999999,49.94583333333333,24.9,17.2,62.33,0.0,21.6,10.1,45.0,1009.2,78.9,4.6,202,40.3
2675,11,343,,0.0,,,24.0,17.1,65.54,0.0,23.4,8.6,51.0,1012.0,55.7,5.0,63,
2676,0,344,2060.0083333333337,12.299999999999999,711.9250000000001,49.76333333333333,20.9,20.0,94.86,0.0,39.2,15.3,89.0,1014.0,98.4,1.9,0,0.4
2677,1,344,2567.633333333333,17.1,728.1666666666666,49.854166666666664,20.9,19.8,93.37,0.0,39.6,10.0,56.0,1013.1,98.4,3.2,12,1.1
2678,2,344,2559.175,7.199999999999999,739.575,49.9875,21.0,19.9,93.17,0.0,38.5,18.9,80.0,1015.0,98.4,2.9,65,1.4
2679,3,344,2739.06,20.0,705.64,50.318,21.0,20.0,94.02,0.0,36.4,12.5,89.0,1015.8,98.4,2.1,88,2.7
2680,4,344,2624.35,51.3,703.62,50.346,21.9,20.4,91.28,0.6,32.4,7.8,54.0,1013.7,98.4,3.5,161,5.3
2681,5,344,2665.0583333333334,137.7,727.0833333333333,50.031666666666666,23.0,21.0,88.52,0.0,27.0,15.3,89.0,1014.0,100.0,3.0,335,13.1
2682,6,344,2683.39,76.80000000000001,733.48,50.134,24.0,21.1,84.09,0.0,27.0,11.7,83.0,1013.0,90.7,3.9,415,17.7
2683,7,344,2625.8076923076924,180.1,755.3076923076924,50.15384615384615,25.3,20.3,73.93,0.0,29.2,9.2,100.0,1011.3,86.1,3.9,334,26.6
2684,8,344,2576.109090909091,36.0,750.9999999999999,50.057272727272725,24.7,19.4,72.52,0.0,29.2,13.7,123.0,1012.8,90.7,3.9,240,28.6
2685,9,344,2544.65,24.0,734.2416666666667,49.93333333333334,24.7,20.1,75.78,0.0,28.1,10.3,100.0,1013.0,89.1,3.9,155,29.7
2686,10,344,1541.3307692307692,5.700000000000001,725.8538461538462,49.966153846153844,22.7,19.5,82.32,0.0,27.0,6.7,63.0,1011.4,100.0,3.9,160,29.8
2687,11,344,,0.0,,,21.9,20.0,89.23,0.0,25.2,4.4,90.0,1013.8,100.0,4.7,35,
2688,0,345,2379.8636363636365,17.1,693.6272727272727,49.78181818181818,20.9,20.0,94.86,0.0,24.8,10.1,97.0,1015.0,100.0,2.1,0,0.6
2689,1,345,2696.3083333333334,93.7,700.5,50.01499999999999,21.5,19.8,89.66,0.0,26.3,7.5,91.0,1014.4,95.4,3.1,29,5.9
2690,2,345,2626.4454545454546,58.599999999999994,707.6545454545454,49.90909090909091,21.9,21.0,94.9,0.0,29.2,15.3,89.0,1017.0,100.0,3.0,148,9.0
2691,3,345,2674.8454545454547,121.10000000000001,714.7454545454545,49.92181818181818,22.7,21.0,90.1,0.0,28.4,12.2,99.0,1016.8,90.7,3.9,320,15.8
2692,4,345,2648.166666666667,245.19999999999996,729.575,49.9975,23.6,20.2,81.18,0.0,25.9,11.3,94.0,1014.2,71.1,4.2,584,30.3
2693,5,345,2663.3166666666666,144.5,725.5166666666667,50.107499999999995,24.6,20.1,76.44,0.0,23.4,14.8,124.0,1015.0,57.3,4.7,604,38.1
2694,6,345,2613.0,121.60000000000001,719.4181818181819,50.15272727272727,23.9,19.4,76.33,0.0,22.7,14.2,124.0,1014.0,57.3,4.7,595,45.8
2695,7,345,2657.9545454545455,87.8,705.6545454545454,50.03727272727272,24.9,20.1,74.86,0.0,21.6,7.6,90.0,1011.5,75.7,4.2,404,50.7
2696,8,345,2626.481818181818,68.2,703.790909090909,50.03272727272727,24.9,19.4,71.89,0.0,21.2,13.2,91.0,1013.0,57.3,4.7,519,54.6
2697,9,345,2607.6749999999997,45.400000000000006,712.825,50.03583333333333,24.0,19.4,75.67,0.0,22.7,9.6,106.0,1013.0,90.7,4.7,485,57.0
2698,10,345,1990.2636363636364,9.8,717.0818181818181,50.01818181818182,24.2,20.3,79.3,0.0,24.1,6.7,91.0,1011.4,90.6,4.3,214,57.4
2699,11,345,877.4,0.4,716.7,50.17,23.4,20.0,81.15,0.0,24.8,6.8,137.0,1014.0,90.7,4.7,89,57.4
2700,0,346,2425.336363636364,27.4,689.7272727272727,50.095454545454544,21.9,20.0,89.23,0.0,25.9,8.3,146.0,1016.0,55.7,4.9,0,1.3
2701,1,346,2746.9666666666667,87.30000000000001,700.1416666666667,49.975,22.9,20.7,87.41,0.0,20.9,9.8,113.0,1015.7,74.3,3.5,35,6.2
2702,2,346,2675.8909090909087,152.0,699.3090909090909,49.95181818181818,23.0,21.0,88.52,0.0,19.1,10.4,101.0,1018.0,55.7,5.0,194,12.8
2703,3,346,2658.583333333333,205.5,715.35,50.10916666666666,24.0,20.4,80.5,0.0,20.9,11.9,110.0,1018.0,55.7,5.0,377,24.1
2704,4,346,2613.3454545454542,244.2,713.2,50.09090909090909,25.5,20.9,75.9,0.0,19.8,12.8,107.0,1015.3,69.5,5.1,478,35.0
2705,5,346,2589.8166666666666,282.2,720.85,49.96333333333333,26.7,20.3,67.91,0.0,19.8,11.7,109.0,1016.0,55.7,6.0,587,49.4
2706,6,346,2555.5499999999997,273.90000000000003,737.375,50.020833333333336,25.3,20.3,73.85,0.0,19.1,12.2,117.0,1015.0,55.7,6.0,527,63.9
2707,7,346,2550.5249999999996,290.7,714.8666666666667,49.82,26.9,20.0,65.79,0.0,18.0,9.3,110.0,1012.2,69.5,5.1,463,78.5
2708,8,346,2587.6545454545453,98.5,699.8909090909091,50.07181818181818,26.9,19.1,62.71,0.0,17.3,10.7,107.0,1014.0,55.7,6.0,414,84.9
2709,9,346,2428.1666666666665,38.6,689.7916666666666,50.07749999999999,25.7,19.0,66.49,0.0,15.8,12.2,86.0,1014.0,89.1,6.0,213,86.9
2710,10,346,1391.4454545454548,5.1,702.6,49.99181818181818,24.3,20.5,79.8,0.0,17.3,19.3,137.0,1013.2,98.1,4.6,85,86.9
2711,11,346,,0.0,,,22.9,19.9,83.21,0.0,18.7,5.0,90.0,1016.0,98.4,5.0,16,
2712,0,347,2846.2,21.8,696.7454545454545,50.01454545454545,20.9,20.0,94.86,0.0,13.3,5.7,91.0,1017.0,36.6,2.6,0,1.1
2713,1,347,2713.8250000000003,122.89999999999999,704.8333333333333,50.11000000000001,23.1,20.0,82.42,0.0,18.0,5.1,69.0,1015.5,34.8,4.2,40,7.3
2714,2,347,2516.6636363636367,257.5,707.3272727272727,49.95363636363636,24.7,20.1,75.78,0.0,19.8,9.6,110.0,1018.0,12.0,4.9,227,20.5
2715,3,347,2567.4166666666665,327.5,705.9333333333333,49.88583333333333,25.7,20.4,72.7,0.0,19.8,14.5,91.0,1017.2,12.0,5.7,436,37.9
2716,4,347,2513.25,373.1,715.2,49.98083333333333,26.9,20.5,67.95,0.0,20.2,8.6,93.0,1015.3,50.0,4.9,606,56.1
2717,5,347,2476.8416666666667,338.29999999999995,713.7333333333333,49.86666666666667,28.0,19.4,59.72,0.0,17.6,13.0,123.0,1016.0,50.0,5.9,719,76.5
2718,6,347,2452.872727272727,350.9,733.0272727272727,50.01636363636364,28.0,20.1,62.4,0.0,14.8,8.3,96.0,1015.0,50.0,6.0,769,94.9
2719,7,347,2493.95,341.30000000000007,729.9416666666667,50.04833333333334,28.4,19.2,57.35,0.0,12.6,7.0,107.0,1012.2,54.6,5.1,685,109.4
2720,8,347,2506.29,180.5,718.49,50.016000000000005,28.0,19.1,58.64,0.0,12.2,15.9,84.0,1014.0,50.0,6.0,495,120.0
2721,9,347,2392.5750000000003,76.19999999999999,701.4583333333333,50.030833333333334,28.0,19.1,58.64,0.0,11.5,13.0,86.0,1014.2,50.0,6.0,295,123.9
2722,10,347,2008.181818181818,8.4,711.6181818181818,50.00454545454545,26.5,18.8,62.72,0.0,11.9,7.6,106.0,1013.0,63.8,5.1,90,124.2
2723,11,347,678.6999999999999,0.4,696.8000000000001,50.11,24.9,19.0,69.96,0.0,13.3,9.4,103.0,1016.0,30.9,6.0,15,124.2
2724,0,348,2864.572727272727,24.1,716.3727272727273,49.959090909090904,20.0,19.0,93.97,0.0,2.5,1.1,0.0,1016.8,25.5,3.1,0,1.3
2725,1,348,2793.466666666667,104.9,728.9583333333334,50.08833333333333,23.3,19.6,79.7,0.0,6.8,2.8,86.0,1015.7,27.7,3.6,40,6.9
2726,2,348,2560.4,227.0,735.0727272727273,50.00727272727273,25.9,19.3,67.13,0.0,8.6,6.2,96.0,1018.0,6.6,4.1,232,19.0
2727,3,348,2513.5416666666665,361.5,738.725,50.105,27.0,19.4,63.31,0.0,8.6,11.7,94.0,1017.0,30.9,5.0,442,37.7
2728,4,348,2486.072727272727,363.79999999999995,740.0909090909091,50.02909090909091,27.9,19.0,58.49,0.0,8.6,7.8,94.0,1014.4,63.8,4.5,616,55.9
2729,5,348,2430.2,448.4,739.8416666666667,50.057500000000005,28.1,19.4,59.21,0.0,9.4,11.4,99.0,1015.8,50.0,5.9,732,77.9
2730,6,348,2448.9416666666666,361.2,745.2416666666667,50.090833333333336,29.0,19.3,55.84,0.0,8.3,8.9,116.0,1014.0,50.0,5.9,781,95.9
2731,7,348,2478.3636363636365,295.6,723.3,50.02818181818182,29.3,18.1,51.05,0.0,7.6,8.2,83.0,1011.2,40.8,7.7,759,111.4
2732,8,348,2472.8076923076924,222.3,697.2153846153846,49.91461538461538,29.0,20.0,58.35,0.0,7.2,11.2,100.0,1013.0,50.0,5.0,665,122.7
2733,9,348,2308.418181818182,73.2,690.0818181818182,49.97818181818182,28.0,20.0,61.84,0.0,8.3,11.2,90.0,1013.0,50.0,5.0,509,126.2
2734,10,348,2165.276923076923,10.1,694.123076923077,50.072307692307696,27.5,17.8,55.28,0.0,9.4,5.4,93.0,1011.2,40.4,7.7,311,126.6
2735,11,348,1432.1,0.4,692.0,50.36,25.9,18.1,62.49,0.0,13.3,6.2,129.0,1014.0,30.9,5.9,98,126.6
2736,0,349,2805.4454545454546,28.099999999999998,710.5090909090909,49.847272727272724,20.1,17.3,83.69,0.0,2.2,1.2,0.0,1016.0,25.0,2.3,0,1.5
2737,1,349,2789.6,92.69999999999999,737.0545454545454,50.04272727272728,24.3,18.2,68.41,0.0,5.4,3.0,140.0,1014.9,44.5,3.6,39,6.4
2738,2,349,2506.875,246.2,742.5833333333334,49.854166666666664,27.0,19.1,62.18,0.0,7.9,3.9,22.2,1017.0,0.0,3.1,233,19.2
2739,3,349,2508.7636363636366,296.5,740.4363636363636,49.89545454545455,27.9,18.3,56.07,0.0,9.4,8.1,50.0,1017.0,0.0,4.0,444,35.1
2740,4,349,2468.75,390.79999999999995,736.575,49.982499999999995,28.9,18.0,51.84,0.0,9.4,3.1,80.0,1013.9,44.6,6.9,620,55.1
2741,5,349,2499.3818181818183,305.8,734.4727272727272,50.00636363636364,29.0,17.3,49.25,0.0,9.0,8.1,63.0,1014.2,46.7,5.0,737,71.2
2742,6,349,2549.681818181818,220.0,741.2272727272727,50.06363636363637,29.0,17.3,49.25,0.0,9.0,11.2,100.0,1013.2,46.7,5.9,787,84.5
2743,7,349,2565.146153846154,210.0,739.9307692307692,50.04538461538462,30.0,17.0,45.41,0.0,9.0,4.7,60.0,1010.7,46.7,7.7,765,95.4
2744,8,349,2578.7,127.0,725.575,49.95666666666667,29.1,17.1,48.39,0.0,9.0,11.2,114.0,1012.2,46.7,5.9,672,102.3
2745,9,349,2611.581818181818,42.39999999999999,708.2909090909092,49.974545454545456,29.0,18.0,51.5,0.0,9.4,8.1,100.0,1012.2,46.7,5.9,517,104.6
2746,10,349,2059.6,9.4,716.6416666666667,50.04583333333333,28.0,17.2,51.81,0.0,9.4,4.6,103.0,1010.6,50.0,7.7,315,105.0
2747,11,349,1414.3,0.4,682.8,50.21,25.9,17.1,58.67,0.0,12.2,6.0,91.0,1013.2,50.0,5.9,101,105.0
2748,0,350,2699.6416666666664,29.9,698.8166666666667,50.04916666666667,19.9,19.0,94.83,0.0,6.1,0.8,0.0,1017.0,30.9,2.1,0,1.5
2749,1,350,2780.772727272727,88.19999999999999,698.2272727272727,50.097272727272724,24.4,19.9,76.3,0.0,9.0,1.3,140.0,1015.6,25.9,3.1,38,6.2
2750,2,350,2527.6166666666663,238.9,709.2666666666667,49.98333333333333,26.0,18.7,64.26,0.0,10.4,7.2,100.0,1018.0,0.0,3.9,230,18.7
2751,3,350,2533.3090909090906,289.59999999999997,711.1545454545455,49.99363636363637,27.9,17.9,54.62,0.0,11.9,9.4,76.0,1018.0,0.0,4.9,440,33.9
2752,4,350,2498.1416666666664,336.3,715.1833333333333,50.098333333333336,28.8,18.0,52.29,0.0,14.0,1.6,70.0,1014.7,51.3,7.6,614,52.3
2753,5,350,2501.7363636363634,299.7,711.9636363636364,50.059090909090905,29.0,17.6,50.17,0.0,14.4,8.1,31.0,1016.0,50.0,5.9,733,68.4
2754,6,350,2552.1,250.7,725.4818181818182,50.03,29.9,17.3,46.89,0.0,14.4,10.9,50.0,1014.2,50.0,5.9,782,81.0
2755,7,350,2596.0,272.7,709.20625,49.9575,29.9,16.6,45.01,0.0,13.7,6.3,82.0,1011.8,63.8,7.7,759,90.9
2756,8,350,2578.0083333333337,140.1,697.0333333333333,49.99916666666667,29.9,18.0,49.03,0.0,13.7,14.2,61.0,1014.0,50.0,5.9,666,98.9
2757,9,350,2563.590909090909,54.099999999999994,696.6909090909091,49.98272727272727,29.0,17.3,49.25,0.0,14.4,12.4,59.0,1014.0,50.0,5.9,512,101.9
2758,10,350,2108.327272727273,9.700000000000001,710.9363636363637,49.92181818181818,28.2,16.8,50.02,0.0,15.1,8.5,54.0,1011.9,44.8,7.3,310,102.3
2759,11,350,1555.0,0.8,721.0500000000001,50.075,25.9,18.0,61.92,0.0,17.3,5.4,50.0,1015.0,27.7,5.0,83,102.3
2760,0,351,2347.772727272727,25.0,718.4818181818182,49.95272727272727,20.7,17.0,79.32,0.0,17.6,6.8,41.0,1016.0,6.6,4.0,0,0.9
2761,1,351,2688.608333333333,110.00000000000001,726.7,49.92083333333333,22.8,16.7,68.44,0.0,18.4,7.3,55.0,1015.5,8.8,4.4,41,6.4
2762,2,351,2500.9454545454546,262.4,730.3454545454545,49.93363636363636,25.7,14.7,50.72,0.0,18.7,11.4,63.0,1018.0,0.0,5.7,247,20.0
2763,3,351,2471.1500000000005,377.2,733.5250000000001,49.8975,26.7,13.7,44.81,0.0,17.3,15.3,60.0,1017.0,0.0,5.7,468,39.4
2764,4,351,2425.363636363636,396.40000000000003,730.3272727272727,50.00545454545454,27.7,12.0,37.72,0.0,16.2,5.4,70.0,1014.5,8.6,7.7,641,59.9
2765,5,351,2426.3714285714286,522.0,733.4714285714285,49.92071428571428,28.7,9.9,30.92,0.0,16.6,12.2,359.0,1015.0,0.0,6.0,753,82.9
2766,6,351,2440.3083333333334,416.7,747.5166666666667,49.968333333333334,28.9,9.7,30.33,0.0,16.2,14.5,24.0,1014.0,0.0,6.0,769,102.6
2767,7,351,2484.8,314.09999999999997,741.709090909091,50.08,29.7,8.3,26.28,0.0,16.2,9.0,63.0,1011.0,34.4,7.8,719,119.4
2768,8,351,2478.5,262.00000000000006,732.3846153846154,50.11538461538461,28.9,6.9,25.02,0.0,16.6,11.9,69.0,1013.0,0.0,6.0,626,131.3
2769,9,351,2253.025,95.30000000000001,719.1166666666667,50.01166666666666,27.9,7.0,26.78,0.0,15.8,13.2,46.0,1013.0,0.0,6.0,470,135.9
2770,10,351,2098.609090909091,8.100000000000001,720.1727272727272,50.126363636363635,26.6,8.0,30.77,0.0,15.1,9.0,75.0,1011.7,42.9,7.9,270,136.2
2771,11,351,1321.6,0.8,713.55,50.144999999999996,23.9,8.0,36.34,0.0,17.3,8.3,57.0,1014.0,0.0,6.0,84,136.2
2772,0,352,2640.318181818182,28.300000000000004,708.0090909090909,50.055454545454545,16.9,13.9,82.49,0.0,9.0,5.7,80.0,1016.0,46.7,3.1,0,1.3
2773,1,352,2834.2,104.8,704.1416666666667,50.0225,19.7,16.9,83.71,0.0,8.6,2.2,23.0,1015.3,27.7,3.5,35,7.1
2774,2,352,2603.163636363636,230.0,706.1,49.974545454545456,21.9,16.9,73.26,0.0,8.3,8.1,83.0,1017.0,30.9,2.9,208,19.1
2775,3,352,2532.7916666666665,360.69999999999993,726.7083333333334,49.9725,23.6,16.3,63.73,0.0,7.2,4.4,120.0,1017.0,30.9,2.9,413,37.1
2776,4,352,2446.4615384615386,447.2,734.7384615384615,49.99076923076923,25.5,14.7,51.25,0.0,8.6,4.7,50.0,1014.4,25.7,6.2,591,58.5
2777,5,352,2422.4545454545455,383.6,737.290909090909,49.99818181818182,26.9,12.7,41.62,0.0,10.4,8.3,83.0,1014.2,27.7,4.0,699,78.4
2778,6,352,2483.3923076923074,406.9,746.2153846153847,50.09384615384616,27.0,12.4,40.49,0.0,10.1,11.7,91.0,1013.2,6.6,5.9,727,98.4
2779,7,352,2498.7818181818184,293.8,732.4181818181818,49.91181818181818,27.9,12.8,39.45,0.0,11.2,6.5,57.0,1010.9,44.6,7.7,695,114.0
2780,8,352,2493.3928571428573,265.9,720.3857142857144,50.01571428571429,27.9,11.7,36.76,0.0,11.2,11.2,120.0,1012.0,6.6,5.9,591,125.0
2781,9,352,2342.741666666667,82.6,714.9833333333333,49.9025,26.0,9.1,34.27,0.0,11.5,11.2,110.0,1012.0,0.0,6.0,449,129.1
2782,10,352,2179.2636363636366,9.6,723.8545454545455,49.84727272727273,25.5,11.0,40.37,0.0,11.5,4.6,103.0,1011.0,37.2,7.7,280,129.4
2783,11,352,1385.5,0.8,692.25,49.95,23.0,11.6,48.58,0.0,14.8,5.0,80.0,1013.0,6.6,5.9,92,129.4
2784,0,353,2715.518181818182,23.299999999999997,691.7363636363636,49.93636363636363,16.0,15.1,94.68,0.0,4.0,1.4,0.0,1016.0,21.4,2.0,0,1.2
2785,1,353,2844.891666666667,86.4,701.8333333333333,49.74666666666667,20.6,15.6,72.86,0.0,3.2,3.2,140.0,1015.2,59.1,2.9,38,6.0
2786,2,353,2559.4666666666667,220.9,694.7666666666667,49.68833333333333,23.9,14.9,57.19,0.0,6.8,2.6,81.8,1017.0,21.4,2.9,236,16.6
2787,3,353,2501.741666666667,349.0,705.4833333333333,49.725833333333334,25.9,14.6,49.81,0.0,8.6,9.6,59.0,1016.2,12.0,3.0,455,34.5
2788,4,353,2445.6636363636367,363.9,716.1909090909091,49.943636363636365,27.7,12.4,38.79,0.0,9.7,5.6,73.0,1013.2,44.6,6.8,634,52.9
2789,5,353,2433.741666666667,400.79999999999995,732.0833333333334,50.19916666666666,28.0,13.1,40.0,0.0,9.4,10.1,69.0,1014.0,6.6,5.0,755,73.6
2790,6,353,2452.918181818182,333.5,743.9,50.307272727272725,29.0,10.6,31.87,0.0,9.4,10.1,77.0,1013.0,6.6,5.0,807,91.1
2791,7,353,2497.9285714285716,353.3,725.4357142857143,50.15642857142858,29.1,10.0,30.37,0.0,10.1,6.7,70.0,1010.0,27.6,7.3,786,106.5
2792,8,353,2493.8500000000004,198.39999999999998,706.275,49.85,28.9,13.9,39.86,0.0,10.1,11.2,134.0,1011.2,6.6,5.0,693,117.1
2793,9,353,2354.745454545455,71.89999999999999,707.6181818181818,49.85272727272727,27.1,13.9,44.03,0.0,11.2,10.1,94.0,1012.0,6.6,5.0,538,120.7
2794,10,353,2212.775,9.700000000000001,704.8416666666667,49.98333333333333,26.5,12.3,41.14,0.0,11.2,8.5,86.0,1010.0,28.4,7.3,335,121.0
2795,11,353,1186.9,0.8,692.3,50.01,24.3,13.9,52.29,0.0,13.7,9.2,98.0,1013.0,6.6,5.0,112,121.0
2796,0,354,2800.5454545454545,23.699999999999996,693.8363636363637,49.91363636363636,16.0,14.9,92.92,0.0,9.0,0.8,0.0,1015.0,12.0,3.0,0,1.2
2797,1,354,2893.9727272727273,75.5,694.0727272727273,50.08545454545454,21.7,16.3,71.13,0.0,7.2,3.5,103.0,1015.0,34.8,3.5,32,5.3
2798,2,354,2533.9999999999995,262.29999999999995,712.6750000000001,49.98416666666666,24.7,16.6,60.61,0.0,7.6,8.3,153.0,1017.0,12.0,3.0,189,18.8
2799,3,354,2469.4454545454546,343.9,720.1454545454545,50.00909090909091,26.0,14.7,49.85,0.0,8.6,8.6,84.0,1017.0,12.0,3.9,410,36.4
2800,4,354,2440.9076923076927,450.80000000000007,720.4846153846154,49.97692307692308,27.1,11.7,38.25,0.0,9.4,9.3,71.0,1013.9,44.6,7.3,539,57.9
2801,5,354,2440.2636363636366,388.0,727.0,50.05090909090909,28.0,10.5,33.54,0.0,8.3,13.2,91.0,1015.0,6.6,5.0,720,78.2
2802,6,354,2449.2,442.50000000000006,739.3857142857142,50.034285714285716,29.9,10.2,29.65,0.0,9.7,7.3,116.0,1014.0,6.6,5.9,800,97.9
2803,7,354,2488.2428571428572,342.09999999999997,725.2785714285715,49.98428571428571,29.4,6.5,23.59,0.0,8.3,8.5,58.0,1010.9,14.2,7.7,781,112.9
2804,8,354,2466.0416666666665,195.49999999999997,711.9166666666666,50.10916666666666,28.9,9.3,29.48,0.0,9.0,11.2,110.0,1012.0,6.6,5.9,690,122.8
2805,9,354,2294.1454545454544,70.2,701.0454545454545,50.06272727272728,28.0,10.0,32.48,0.0,9.7,11.2,109.0,1012.0,6.6,5.9,533,126.2
2806,10,354,2171.666666666667,10.600000000000001,712.1166666666667,50.02666666666667,27.2,8.0,29.7,0.0,11.2,4.6,103.0,1011.0,29.5,7.7,291,126.6
2807,11,354,1282.3,0.8,707.1500000000001,50.155,24.0,11.3,44.86,0.0,16.9,6.5,81.0,1014.0,6.6,5.9,109,126.6
2808,0,355,2797.636363636364,23.700000000000003,681.709090909091,50.06272727272728,17.1,15.0,87.21,0.0,10.1,1.1,0.0,1015.0,12.0,3.0,0,1.2
2809,1,355,2889.5166666666664,82.6,685.2833333333333,50.035,22.3,15.4,65.2,0.0,11.9,4.1,91.0,1014.4,20.0,3.9,36,5.9
2810,2,355,2520.0299999999997,226.9,715.0,49.875,24.9,14.6,52.86,0.0,11.5,11.2,74.0,1017.0,0.0,4.7,234,18.7
2811,3,355,2509.036363636364,333.59999999999997,723.7545454545455,50.041818181818186,26.0,13.4,45.85,0.0,12.2,11.7,81.0,1016.0,0.0,5.7,448,35.9
2812,4,355,2463.641666666667,396.70000000000005,727.775,50.25833333333333,27.5,10.4,34.31,0.0,11.9,10.3,79.0,1014.0,8.6,7.7,605,56.7
2813,5,355,2450.4363636363637,360.8,727.5727272727272,50.03363636363636,28.9,12.1,35.65,0.0,13.3,10.7,135.0,1015.0,0.0,5.9,750,75.3
2814,6,355,2471.1916666666666,363.2,741.7833333333333,50.04,28.9,11.0,33.05,0.0,15.5,9.1,111.0,1014.0,0.0,6.0,804,94.5
2815,7,355,2509.627272727273,268.20000000000005,714.0818181818182,49.98363636363637,29.0,11.1,33.06,0.0,15.5,7.3,43.0,1010.9,29.4,7.8,789,109.0
2816,8,355,2498.5499999999997,183.9,704.2333333333333,50.01416666666666,28.0,10.0,32.49,0.0,15.8,20.5,50.0,1013.0,27.6,6.0,697,118.9
2817,9,355,2305.2454545454543,63.5,702.9727272727273,50.00272727272727,28.0,12.9,39.24,0.0,16.2,10.7,114.0,1013.0,6.6,6.0,542,121.9
2818,10,355,2183.009090909091,9.9,706.6545454545454,49.906363636363636,26.5,12.3,41.4,0.0,15.5,7.6,65.0,1011.0,37.1,7.9,337,122.3
2819,11,355,1270.5333333333333,1.2000000000000002,688.4666666666666,49.973333333333336,23.9,14.0,54.05,0.0,18.4,4.7,90.0,1014.0,6.6,6.0,118,122.3
2820,0,356,2787.354545454545,20.700000000000003,698.0181818181818,49.97545454545455,16.3,13.1,81.64,0.0,6.5,0.8,0.0,1015.0,12.0,3.0,0,1.0
2821,1,356,2774.008333333333,96.9,690.0333333333333,49.99166666666667,21.2,12.9,59.21,0.0,7.2,1.5,140.0,1014.8,27.7,3.5,35,5.9
2822,2,356,2462.5,260.4,717.6545454545454,49.82090909090909,25.0,10.7,40.71,0.0,5.8,3.9,96.1,1016.2,6.6,3.9,232,19.1
2823,3,356,2464.2,335.09999999999997,727.0454545454545,49.92181818181818,26.1,11.4,39.86,0.0,5.8,5.2,30.0,1016.0,6.6,5.9,452,36.5
2824,4,356,2408.508333333333,407.2,728.5166666666667,50.04333333333333,28.3,9.1,30.06,0.0,7.6,6.5,40.0,1013.3,27.6,7.7,634,57.1
2825,5,356,2388.6727272727276,394.29999999999995,736.1727272727273,50.17909090909091,29.0,7.6,26.04,0.0,9.4,6.8,60.0,1014.0,6.6,5.9,759,76.8
2826,6,356,2408.8153846153846,422.9,751.2615384615384,50.23692307692308,29.9,7.5,24.67,0.0,11.2,10.1,59.0,1013.0,6.6,5.9,814,96.9
2827,7,356,2448.15,320.6,721.6583333333334,50.10999999999999,30.3,7.1,23.47,0.0,11.5,6.8,89.0,1010.0,44.6,7.7,795,112.9
2828,8,356,2464.336363636364,203.10000000000002,704.2181818181818,49.99181818181818,30.0,8.5,26.19,0.0,10.8,14.2,90.0,1012.0,6.6,5.9,704,123.6
2829,9,356,2347.2333333333336,81.7,703.7583333333334,50.004999999999995,30.0,8.1,25.37,0.0,11.2,14.8,60.0,1012.0,0.0,6.0,549,127.7
