,Time,Date,DC total voltage (v),DC total current(A),AC total voltage (v),AC Output Frequency R(Hz),temp,dew,humidity,precip,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,Daily Generation (Active)(kWh)
0,0,121,2563.7545454545457,83.69999999999999,707.0181818181818,50.06181818181819,29.0,20.9,61.51,0.0,18.7,9.3,256.0,1010.0,83.4,5.9,22,5.3
1,1,121,2534.4666666666662,194.8,711.1,50.080000000000005,30.7,20.8,55.32,0.0,16.2,9.1,265.0,1007.1,60.3,7.9,159,15.3
2,2,121,2459.1454545454544,259.40000000000003,700.6,50.02818181818182,32.1,19.3,46.84,0.0,17.3,10.4,285.0,1011.0,83.4,6.0,457,28.7
3,3,121,2464.709090909091,241.9,685.0545454545454,49.974545454545456,33.1,18.2,41.4,0.0,19.4,8.0,270.0,1010.0,50.0,6.0,607,41.5
4,4,121,2386.0692307692307,389.0,682.7461538461539,49.864615384615384,35.1,17.6,35.51,0.0,17.3,7.5,299.0,1006.4,31.6,7.8,481,60.9
5,5,121,2341.8454545454547,375.9,683.9545454545454,49.940909090909095,35.2,17.0,34.01,0.0,14.4,6.4,326.0,1009.0,30.9,6.0,609,79.8
6,6,121,2362.8916666666664,409.5,697.2166666666666,50.05833333333334,36.2,15.2,28.61,0.0,9.0,8.1,352.0,1007.0,50.0,6.0,915,99.4
7,7,121,2396.0,353.1,668.8928571428571,50.02142857142858,38.8,15.5,25.39,0.0,10.4,5.7,310.0,1003.2,45.4,7.8,994,114.4
8,8,121,2524.225,186.7,657.6333333333333,49.92583333333334,37.1,15.7,28.18,0.0,13.0,8.5,18.0,1006.0,50.0,6.0,828,124.3
9,9,121,2533.2090909090907,82.89999999999999,667.7363636363636,49.88727272727272,38.1,14.0,23.91,0.0,13.7,7.8,8.0,1006.0,50.0,6.0,741,128.9
10,10,121,2473.7,35.9,696.5333333333333,50.01500000000001,38.7,12.5,21.02,0.0,10.8,4.6,47.0,1002.2,45.3,7.9,425,130.6
11,11,121,2046.5266666666666,8.5,713.36,50.059333333333335,35.2,14.9,29.65,0.0,30.2,4.4,63.0,1014.5,50.0,6.0,183,130.8
12,0,122,2542.9249999999997,62.5,715.7333333333333,50.083333333333336,28.2,22.0,68.96,0.0,10.4,1.1,26.0,1010.0,55.7,5.1,24,3.7
13,1,122,2512.7916666666665,195.00000000000003,727.8833333333333,50.13916666666666,29.9,22.3,63.83,0.0,4.0,6.6,124.0,1007.8,51.0,5.1,215,12.8
14,2,122,2468.075,294.2,726.1,50.065,30.3,21.6,59.63,0.0,8.3,8.1,94.0,1011.0,21.4,6.0,459,27.7
15,3,122,2400.863636363636,335.90000000000003,747.0090909090909,50.0,32.1,22.6,57.28,0.0,7.2,6.4,99.0,1011.0,12.0,6.0,683,44.5
16,4,122,2359.375,413.30000000000007,736.1666666666666,49.99666666666667,33.9,22.0,49.92,0.0,6.5,7.7,100.0,1007.5,42.4,7.8,862,64.9
17,5,122,2314.5636363636363,383.4,736.2363636363636,49.99818181818182,34.1,21.8,48.81,0.0,6.1,6.8,70.0,1010.0,12.0,6.0,983,83.8
18,6,122,2317.766666666667,382.4,737.8166666666667,49.99666666666667,35.9,21.7,43.84,0.0,9.0,6.2,120.0,1009.0,6.6,6.0,1032,102.5
19,7,122,2368.4,342.0,718.7692307692307,49.76153846153846,37.1,19.5,35.92,0.0,8.3,5.4,130.0,1004.9,27.6,7.8,808,117.3
20,8,122,2399.2166666666662,188.79999999999998,713.3416666666667,49.873333333333335,37.1,20.6,38.4,0.0,5.8,4.4,115.0,1007.0,6.6,6.0,582,126.6
21,9,122,2448.383333333333,46.8,709.9083333333333,49.98083333333333,36.4,19.6,37.67,0.0,12.2,4.6,81.0,1007.0,13.9,6.0,546,128.8
22,10,122,2469.75,45.400000000000006,710.8166666666667,50.025000000000006,37.1,18.2,33.17,0.0,29.5,4.6,44.0,1003.4,44.7,7.9,255,131.0
23,11,122,1869.0,9.0,704.4416666666667,50.02916666666667,35.1,19.4,39.9,0.0,16.9,4.2,67.6,1007.0,12.0,6.0,309,131.2
24,0,123,2370.475,9.5,724.9166666666667,50.02666666666667,19.1,19.1,100.0,0.0,46.4,14.3,114.0,1013.8,98.4,3.1,3,0.4
25,1,123,2609.0699999999997,13.399999999999999,722.42,49.989999999999995,20.6,19.6,94.27,62.7,8.3,11.8,73.0,1012.5,98.4,2.7,19,0.9
26,2,123,2607.6499999999996,119.39999999999999,720.6416666666667,49.9625,20.5,20.1,97.76,0.0,2.2,8.5,151.0,1014.0,98.4,4.0,48,7.0
27,3,123,2561.1000000000004,196.9,723.3272727272727,50.00727272727273,22.4,20.9,91.19,0.0,2.5,2.7,32.0,1013.0,89.1,5.7,95,17.4
28,4,123,2416.992307692308,381.0,744.1153846153846,49.980000000000004,26.0,20.8,73.43,3.0,5.0,1.6,140.0,1010.6,93.7,4.9,210,35.1
29,5,123,2404.181818181818,339.40000000000003,739.9000000000001,50.00454545454545,26.6,23.3,82.47,0.0,5.4,6.5,135.0,1012.8,89.1,6.0,466,52.2
30,6,123,2397.3583333333336,361.5,745.1083333333333,50.044999999999995,30.4,22.2,61.75,0.0,6.5,6.1,130.0,1011.8,89.1,6.0,418,70.4
31,7,123,2443.2818181818184,281.1,736.0,50.03272727272727,32.7,17.7,40.87,0.0,6.8,4.9,282.3,1008.1,93.7,5.1,795,85.0
32,8,123,2520.0416666666665,228.7,724.8666666666667,50.01416666666666,32.3,18.7,44.61,0.0,8.6,6.8,60.0,1010.0,89.1,6.0,879,97.3
33,9,123,2565.918181818182,85.9,713.3454545454546,49.99909090909091,29.4,21.8,63.73,0.0,8.3,7.0,80.0,1010.0,33.9,6.0,747,101.9
34,10,123,2560.1416666666664,39.099999999999994,724.2166666666667,50.06666666666666,29.6,19.6,54.97,0.0,7.6,5.4,103.0,1007.1,53.9,7.9,535,104.0
35,11,123,1865.1000000000001,7.4,719.7454545454545,50.03818181818181,27.4,21.9,72.25,0.0,6.1,7.0,95.0,1010.0,12.0,6.0,310,104.2
36,0,124,2580.4545454545455,93.4,708.5363636363636,50.03454545454545,27.8,21.9,70.52,0.0,16.9,3.4,270.0,1013.0,55.7,3.2,24,6.2
37,1,124,2529.383333333333,204.5,700.3666666666667,50.01583333333334,29.6,20.5,58.07,0.0,16.2,4.0,279.0,1010.2,60.5,4.2,142,16.6
38,2,124,2412.2363636363634,333.9,703.8727272727273,49.95545454545454,30.1,21.5,59.89,0.0,9.0,4.3,310.0,1013.0,89.1,5.1,449,32.5
39,3,124,2474.7846153846153,224.5,681.3538461538462,49.97692307692308,29.6,20.6,58.41,0.0,7.9,4.6,77.0,1012.8,89.1,6.0,636,44.6
40,4,124,2515.1,164.89999999999998,676.0090909090909,49.91818181818182,32.1,16.7,39.63,0.0,11.5,3.1,350.0,1009.1,84.5,7.8,710,53.2
41,5,124,2361.891666666667,400.2,696.175,49.969166666666666,33.1,18.1,41.01,0.0,11.5,11.2,30.0,1008.0,90.0,6.0,931,72.7
42,6,124,2352.0,349.0,704.5545454545455,49.973636363636366,34.1,18.8,40.55,0.0,16.2,6.2,46.0,1010.0,55.7,6.0,1028,90.1
43,7,124,2380.9166666666665,356.6,693.4749999999999,49.82916666666667,35.6,16.7,32.64,0.0,13.3,7.5,360.0,1006.0,60.3,7.8,1009,106.5
44,8,124,2448.4307692307693,240.6,665.5307692307692,49.86846153846154,35.1,17.7,35.71,0.0,15.5,6.5,38.0,1008.8,55.7,6.0,914,118.5
45,9,124,2550.775,68.5,678.175,49.925000000000004,34.3,17.7,37.45,0.0,12.2,6.2,66.0,1008.0,33.9,6.0,289,122.1
46,10,124,2501.776923076923,35.8,693.7461538461539,49.94923076923077,35.2,14.8,29.66,0.0,13.7,8.5,51.0,1004.2,40.1,7.9,49,123.5
47,11,124,1817.2583333333334,7.6,698.8666666666667,50.02916666666667,32.4,18.7,44.42,0.0,9.0,3.0,60.0,1008.0,30.9,6.0,73,123.8
48,0,125,2559.390909090909,90.79999999999998,707.9818181818182,50.05,27.9,20.9,65.76,0.0,23.8,6.4,249.0,1011.0,50.0,5.9,26,5.6
49,1,125,2502.8416666666667,216.6,713.9583333333333,50.0075,30.8,19.1,49.65,0.0,26.3,8.8,252.0,1009.0,35.5,7.8,219,16.8
50,2,125,2440.072727272727,288.2,702.5818181818182,50.03181818181818,31.2,19.9,51.14,0.0,19.8,10.8,298.0,1012.0,30.9,6.0,460,31.3
51,3,125,2362.975,391.70000000000005,690.8916666666667,50.017500000000005,33.2,20.0,45.88,0.0,13.7,11.2,299.0,1011.0,30.9,6.0,684,50.6
52,4,125,2312.3636363636365,396.6,681.6818181818181,50.01454545454545,35.5,18.5,36.88,0.0,13.0,9.4,287.0,1007.7,47.1,7.8,867,69.7
53,5,125,2332.8833333333337,433.5,690.4499999999999,50.02333333333333,35.4,18.7,37.57,0.0,10.8,7.0,330.0,1010.0,6.6,6.0,994,91.0
54,6,125,2326.95,399.0,697.6333333333332,50.017500000000005,37.5,16.0,28.23,0.0,11.2,11.1,30.0,1008.0,50.0,6.0,1045,109.1
55,7,125,2473.891666666667,269.8,590.5166666666667,41.94833333333333,38.4,13.0,22.09,0.0,13.3,6.9,342.0,1005.1,45.4,7.8,1024,122.8
56,8,125,2451.9727272727273,209.8,698.0727272727273,50.41545454545454,37.3,13.8,24.69,0.0,16.6,6.5,11.0,1007.8,50.0,6.0,931,133.9
57,9,125,2468.490909090909,74.7,692.7818181818183,50.35545454545454,37.1,14.5,26.06,0.0,15.5,6.9,350.0,1006.8,50.0,6.0,774,137.8
58,10,125,2473.4083333333333,32.0,704.6583333333333,50.0325,37.7,12.6,22.39,0.0,14.4,5.1,28.0,1003.5,45.3,7.9,566,139.2
59,11,125,1971.05,8.8,680.4166666666667,49.994166666666665,35.4,13.6,26.99,0.0,15.1,5.2,30.0,1007.0,12.0,6.0,320,139.5
60,0,126,2577.1454545454544,81.6,712.6909090909091,50.04454545454546,27.0,19.9,64.98,0.0,24.5,5.6,220.0,1011.0,55.7,6.0,19,5.1
61,1,126,2535.55,217.20000000000002,709.9583333333334,50.02916666666667,29.4,19.4,54.94,0.0,22.7,6.2,214.0,1008.4,48.3,7.9,53,16.4
62,2,126,2457.572727272727,290.0,698.8818181818182,50.01636363636364,30.1,20.6,56.82,0.0,11.9,7.9,240.0,1011.8,30.9,6.0,443,31.5
63,3,126,2350.0333333333333,393.1,679.775,50.02333333333333,32.1,20.6,50.68,0.0,16.2,5.1,240.0,1011.0,6.6,6.0,381,50.8
64,4,126,2309.118181818182,392.29999999999995,688.2818181818182,50.01818181818182,34.7,17.7,36.75,0.0,18.4,4.4,270.0,1006.8,37.0,7.8,865,69.6
65,5,126,2323.7454545454543,392.4,680.0363636363636,49.941818181818185,34.2,18.0,38.26,0.0,15.1,6.4,289.0,1009.0,6.6,6.0,988,88.8
66,6,126,2305.0499999999997,269.70000000000005,690.0625,49.95875,36.1,18.0,34.52,0.0,15.1,6.2,291.0,1008.0,6.6,6.0,1037,105.6
67,7,126,2363.38,130.8,681.6600000000001,49.928,37.6,14.6,25.67,0.0,15.8,3.5,360.0,1003.8,17.1,7.8,1015,122.5
68,8,126,2435.0666666666666,184.3,664.9749999999999,49.9625,37.1,17.4,31.41,0.0,15.8,6.4,30.0,1006.8,30.9,6.0,843,132.2
69,9,126,2531.7181818181816,67.80000000000001,679.0818181818181,50.02272727272727,36.3,16.6,31.18,0.0,16.2,6.5,60.0,1006.0,30.9,6.0,630,136.0
70,10,126,2471.5636363636363,30.9,702.6,50.01272727272727,36.8,13.5,24.86,0.0,17.6,1.8,56.0,1002.5,40.8,7.9,544,137.5
71,11,126,1835.7583333333332,8.100000000000001,705.975,50.04083333333333,34.3,16.3,34.34,0.0,17.3,6.8,81.0,1007.0,9.1,6.0,314,137.7
72,0,127,2552.4545454545455,102.3,738.0818181818182,50.07363636363636,29.1,21.9,65.13,0.0,9.0,4.4,115.0,1010.0,89.1,6.0,25,5.9
73,1,127,2494.3166666666666,198.1,743.5083333333333,50.04750000000001,31.8,21.2,53.4,0.0,9.4,4.9,135.0,1007.2,44.1,7.9,185,16.0
74,2,127,2428.336363636364,270.0,747.6454545454545,50.04818181818182,33.0,22.3,53.62,0.0,9.0,4.7,160.0,1010.0,12.0,6.0,457,29.8
75,3,127,2365.366666666667,356.80000000000007,747.2666666666667,50.017500000000005,34.1,21.6,48.16,0.0,7.6,4.6,170.0,1010.0,12.0,6.0,676,47.3
76,4,127,2344.736363636364,335.0,745.6636363636363,49.96727272727273,35.5,19.4,38.95,0.0,7.6,3.9,199.7,1006.2,19.6,7.8,860,63.6
77,5,127,2316.8250000000003,401.4,743.3833333333334,49.97833333333333,36.1,20.6,40.73,0.0,16.2,4.0,50.0,1008.0,30.9,6.0,980,83.4
78,6,127,2390.436363636364,297.4,741.0363636363636,50.01727272727273,35.3,19.6,39.78,0.0,6.1,6.5,60.0,1007.0,30.9,6.0,436,97.5
79,7,127,2439.483333333333,220.0,729.6666666666667,49.94416666666667,37.2,16.0,28.6,0.0,11.5,5.4,60.0,1002.5,54.6,7.8,37,108.3
80,8,127,2483.5833333333335,110.7,718.1,49.97833333333333,35.3,18.6,37.38,0.0,16.9,2.3,22.0,1005.0,50.0,6.0,29,114.0
81,9,127,2479.7166666666667,71.2,713.6083333333333,50.044999999999995,35.3,18.6,37.38,0.0,3.6,6.5,47.0,1005.0,52.7,6.0,70,117.6
82,10,127,2497.86,30.9,727.9300000000001,50.027,35.5,17.3,34.09,0.0,21.2,7.6,32.0,1001.6,74.2,7.9,43,119.4
83,11,127,1801.1272727272726,7.6,726.6454545454546,50.00454545454545,31.5,16.3,40.01,0.0,42.5,7.6,58.0,1006.0,89.1,5.0,22,119.6
84,0,128,2569.8166666666666,104.8,722.2333333333333,50.02916666666667,28.1,21.6,68.11,0.0,25.2,2.6,215.7,1007.0,50.0,5.0,25,6.1
85,1,128,2498.636363636364,186.3,723.3727272727273,50.06272727272728,30.8,21.1,56.35,0.0,25.6,1.9,2.0,1004.4,42.4,7.3,212,15.8
86,2,128,2427.958333333333,274.2,719.3416666666666,50.03333333333333,32.1,20.9,51.59,0.0,19.1,4.7,275.0,1008.0,29.2,5.9,460,29.8
87,3,128,2364.1916666666666,356.0,724.7166666666667,49.98916666666667,34.0,20.9,46.29,0.0,17.3,4.7,304.0,1008.0,6.6,6.0,685,46.8
88,4,128,2348.741666666667,398.5,720.3333333333333,49.98,35.7,19.5,38.71,0.0,15.1,2.9,350.0,1003.4,29.4,7.8,839,64.6
89,5,128,2338.3454545454547,355.2,722.0272727272727,49.98636363636364,36.1,18.2,35.04,0.0,20.9,8.1,47.0,1006.0,6.6,6.0,969,82.4
90,6,128,2346.3166666666666,385.6,733.6416666666667,49.9925,36.2,17.9,33.97,0.0,19.1,6.5,150.0,1004.8,46.7,6.0,1023,101.3
91,7,128,2382.6545454545453,293.0,720.1636363636364,49.91454545454545,38.0,15.1,25.91,0.0,18.7,7.9,21.0,1000.2,43.9,7.8,973,116.3
92,8,128,2465.458333333333,200.0,695.0583333333334,49.979166666666664,36.3,16.3,30.61,0.0,20.2,7.0,47.0,1003.0,55.7,6.0,502,126.6
93,9,128,2518.8307692307694,94.7,698.6923076923076,50.04692307692308,36.3,14.7,27.68,0.0,25.2,6.8,37.0,1002.8,55.7,6.0,425,131.3
94,10,128,2457.318181818182,38.0,702.4000000000001,50.058181818181815,36.7,15.0,27.72,0.0,25.9,5.9,52.0,999.2,51.2,7.9,301,133.3
95,11,128,1901.4545454545455,8.0,704.7272727272727,49.95454545454545,34.4,17.5,36.78,0.0,28.4,6.0,53.0,1003.0,55.7,6.0,249,133.6
96,0,129,2569.55,75.8,727.0416666666667,50.01166666666666,27.2,23.2,78.72,0.0,5.0,2.9,325.0,1005.8,83.4,5.0,24,4.7
97,1,129,2635.407142857143,109.2,721.9285714285714,50.01642857142857,29.2,22.9,68.85,0.0,5.4,2.0,31.0,1003.3,69.4,4.5,186,10.4
98,2,129,2508.9454545454546,193.8,705.2727272727273,50.00636363636364,30.1,23.5,67.88,0.0,12.2,4.3,20.0,1006.8,86.1,4.9,204,20.4
99,3,129,2448.890909090909,261.4,711.7363636363636,49.96454545454546,31.2,22.8,60.93,0.0,17.3,3.4,15.0,1006.0,89.1,5.0,387,33.7
100,4,129,2370.05,403.59999999999997,718.375,49.895833333333336,34.3,20.5,44.48,0.0,37.4,5.8,350.0,1002.4,45.9,7.8,480,53.2
101,5,129,2426.6909090909094,279.8,706.290909090909,49.936363636363645,34.2,19.9,43.2,0.0,40.7,6.9,34.0,1004.0,89.1,6.0,628,68.1
102,6,129,2487.2615384615383,234.10000000000002,720.2230769230769,50.02384615384615,34.4,20.3,43.95,0.0,33.5,6.8,15.0,1003.8,89.1,6.0,796,79.5
103,7,129,2466.9090909090905,225.7,720.7272727272727,50.025454545454544,36.2,16.3,30.75,0.0,33.5,9.3,322.0,998.9,89.1,7.8,927,91.4
104,8,129,2512.108333333333,157.5,700.9499999999999,49.99416666666667,35.3,16.6,33.1,0.0,33.5,12.0,26.0,1001.0,89.1,6.0,337,99.1
105,9,129,2491.1416666666664,96.3,702.5833333333334,49.968333333333334,35.2,17.4,34.92,0.0,33.5,11.7,44.0,1001.0,89.1,6.0,129,104.3
106,10,129,2446.383333333333,40.3,717.1833333333333,49.98916666666667,35.6,15.2,29.78,0.0,33.5,9.3,32.0,998.0,93.7,7.8,79,106.3
107,11,129,1727.9699999999998,5.199999999999999,695.71,49.925,34.3,17.6,37.1,0.0,25.9,6.9,64.0,1002.8,89.1,6.0,33,106.4
108,0,130,2506.4666666666667,34.1,724.5166666666668,49.998333333333335,26.0,22.9,83.19,0.0,7.6,4.7,255.0,1005.0,98.4,4.1,2,2.4
109,1,130,2555.190909090909,63.699999999999996,717.0,49.95636363636363,28.0,22.4,71.6,0.1,13.3,3.6,275.0,1002.9,98.4,4.5,8,5.7
110,2,130,2546.25,71.5,701.9833333333332,49.945,27.9,22.0,70.23,0.0,5.4,4.8,300.0,1006.0,89.1,5.0,31,9.5
111,3,130,2540.05,62.6,697.3166666666666,49.9925,28.0,21.9,69.62,0.0,9.4,6.0,37.0,1006.8,89.1,5.0,37,12.3
112,4,130,2621.7666666666664,133.9,700.7166666666667,49.9725,28.6,22.6,70.23,0.1,16.2,6.3,44.0,1003.7,93.7,4.5,265,19.2
113,5,130,2595.883333333333,208.3,713.7166666666667,49.965,29.1,22.6,68.0,0.0,16.9,11.1,18.0,1004.8,89.1,5.0,105,30.7
114,6,130,2570.390909090909,114.50000000000001,719.9,49.92181818181818,29.1,21.6,63.99,0.0,25.6,10.8,33.0,1004.0,89.1,5.0,594,37.0
115,7,130,2590.9666666666667,75.89999999999999,712.9583333333334,49.98,29.6,21.9,63.54,0.0,25.2,7.3,29.0,1002.0,89.1,4.5,132,41.2
116,8,130,2543.581818181818,37.4,696.0727272727272,49.974545454545456,27.3,22.7,76.09,0.0,28.8,5.8,20.0,1003.8,98.4,5.0,40,43.1
117,9,130,2499.2272727272725,30.5,706.2727272727274,50.03181818181818,28.1,23.6,76.22,0.0,30.6,3.7,15.0,1003.8,98.4,5.0,106,44.6
118,10,130,2499.45,17.1,726.5583333333334,50.0325,28.5,22.7,70.95,0.0,35.6,3.8,32.0,1001.4,94.5,4.6,146,45.4
119,11,130,1552.44,4.3,708.5,50.028000000000006,27.0,23.0,78.78,0.0,26.6,2.9,325.0,1003.8,89.1,5.0,47,45.4
120,0,131,2572.075,54.0,720.8166666666666,50.0225,26.1,22.9,82.49,0.0,2.9,4.8,40.0,1007.0,89.1,5.9,4,3.3
121,1,131,2590.741666666667,98.0,710.0833333333333,50.04833333333334,27.0,22.8,77.7,0.0,5.8,7.5,82.0,1005.7,93.6,5.0,33,8.5
122,2,131,2580.9363636363637,178.0,704.9636363636364,50.04727272727273,27.1,23.9,82.96,0.0,4.7,6.8,75.0,1008.8,89.1,5.9,183,17.8
123,3,131,2449.25,328.09999999999997,722.275,50.02916666666667,28.9,24.9,78.72,0.0,5.4,5.1,80.0,1008.0,89.1,6.0,307,35.3
124,4,131,2499.9363636363637,275.1,719.0363636363636,50.00181818181818,29.7,23.7,70.28,0.0,6.5,6.5,88.0,1005.4,78.7,5.1,282,49.1
125,5,131,2482.1083333333336,282.8,719.1,50.01416666666666,29.1,24.0,73.84,0.0,8.6,10.1,83.0,1006.8,55.7,6.0,499,63.7
126,6,131,2484.618181818182,263.8,734.7818181818182,50.028181818181814,30.0,24.0,70.29,0.0,13.3,8.8,103.0,1005.0,55.7,6.0,834,78.0
127,7,131,2553.5,207.20000000000002,722.9499999999999,50.01499999999999,31.2,24.0,65.61,0.0,17.6,7.9,80.0,1002.5,84.5,5.1,675,88.4
128,8,131,2559.0625,121.2,706.125,50.03375,30.1,24.0,69.71,0.0,18.4,7.3,98.0,1005.0,89.1,6.0,302,94.9
129,9,131,2561.4454545454546,88.19999999999999,715.0181818181818,50.056363636363635,30.1,23.9,69.4,0.0,17.6,7.3,105.0,1005.0,55.7,6.0,206,102.6
130,10,131,2521.391666666667,44.8,718.7916666666667,50.06583333333333,30.4,23.4,66.35,0.0,20.9,6.9,92.0,1002.3,60.3,5.1,135,104.8
131,11,131,1961.218181818182,9.200000000000001,715.2636363636364,49.959090909090904,28.3,23.9,77.24,0.0,22.3,4.6,85.0,1005.0,55.7,6.0,180,105.1
132,0,132,2583.758333333333,95.5,725.35,50.05416666666667,26.1,24.9,93.03,0.0,14.4,1.2,21.0,1008.0,36.6,5.7,20,5.6
133,1,132,2524.009090909091,186.29999999999998,720.2727272727273,50.06545454545455,29.0,24.2,75.17,0.0,9.7,2.6,140.0,1004.2,62.3,4.3,169,15.4
134,2,132,2480.7333333333336,296.4,712.4416666666666,50.053333333333335,29.1,22.3,66.88,0.0,6.5,6.5,332.0,1009.0,30.9,5.9,449,30.6
135,3,132,2467.3818181818183,317.1,732.9545454545455,50.01454545454545,30.2,22.0,61.51,0.0,4.7,6.2,336.0,1008.8,12.0,6.0,666,46.9
136,4,132,2360.95,400.1,722.5833333333334,49.965,33.5,21.4,49.08,0.0,5.0,3.4,340.0,1004.9,30.9,7.8,840,66.9
137,5,132,2397.4909090909086,297.3,716.6363636363636,50.00181818181818,33.1,22.8,54.62,0.0,8.3,9.6,327.0,1007.0,50.0,6.0,956,82.9
138,6,132,2387.525,354.2,726.875,50.01083333333333,34.1,22.6,51.19,0.0,9.0,6.2,290.0,1006.0,50.0,6.0,983,99.8
139,7,132,2409.7727272727275,250.89999999999998,709.4636363636363,50.00909090909091,35.7,21.6,44.21,0.0,10.4,6.2,6.0,1001.7,50.0,7.8,984,113.3
140,8,132,2472.5416666666665,174.9,691.2416666666667,49.965833333333336,35.1,22.8,48.85,0.0,13.7,5.8,60.0,1004.0,50.0,6.0,884,122.1
141,9,132,2503.741666666667,86.8,688.4333333333334,49.97833333333333,35.1,22.8,48.87,0.0,17.6,6.2,35.0,1003.8,50.0,6.0,744,126.1
142,10,132,2472.383333333333,34.699999999999996,710.8583333333333,50.01,35.6,21.1,42.98,0.0,20.2,1.6,56.0,1000.7,21.8,7.9,533,127.9
143,11,132,1850.1333333333334,7.699999999999999,723.1416666666667,50.00083333333333,33.4,22.7,53.71,0.0,15.1,46.4,50.0,1004.0,12.0,6.0,314,128.1
144,0,133,2577.55,97.4,737.3333333333333,50.06583333333333,27.1,22.9,78.12,0.0,19.1,6.9,283.0,1008.0,9.1,5.9,21,6.1
145,1,133,2510.236363636364,191.29999999999998,737.6363636363636,50.096363636363634,29.6,22.3,64.89,0.0,14.8,2.3,261.0,1005.8,36.9,7.7,202,15.9
146,2,133,2430.7499999999995,308.7,735.425,50.05583333333333,30.3,22.9,64.53,0.0,10.8,7.0,281.0,1008.8,6.6,5.9,453,31.5
147,3,133,2357.9454545454546,348.8,732.1636363636363,50.059090909090905,33.1,22.7,54.38,0.0,11.9,6.4,273.0,1008.0,6.6,6.0,623,49.0
148,4,133,2310.85,418.4,750.5083333333333,49.99583333333334,35.6,21.9,45.06,0.0,12.2,2.3,280.0,1004.6,27.6,7.8,818,69.4
149,5,133,2312.2272727272725,385.1,747.0818181818181,49.99909090909091,35.2,22.6,48.25,0.0,10.4,6.8,325.0,1007.0,9.5,6.0,954,88.1
150,6,133,2317.3454545454547,345.90000000000003,755.8181818181819,50.02090909090909,36.5,21.2,41.05,0.0,10.4,8.2,9.0,1006.0,31.8,6.0,1012,105.0
151,7,133,2363.909090909091,282.1,741.8727272727273,49.94909090909091,38.2,18.3,31.36,0.0,11.5,5.2,50.0,1001.6,30.9,7.8,996,119.6
152,8,133,2355.058333333333,204.6,721.0583333333334,49.99,37.2,20.7,38.41,0.0,13.7,5.0,76.0,1005.0,30.9,6.0,875,130.1
153,9,133,2468.853846153846,85.0,708.4307692307692,50.02923076923077,37.2,19.9,36.44,0.0,4.7,5.1,55.0,1004.8,50.0,6.0,213,134.0
154,10,133,2426.5666666666666,28.4,718.9833333333333,50.050000000000004,37.6,18.5,32.83,0.0,9.7,4.9,94.0,1001.2,45.6,7.9,43,135.4
155,11,133,1587.8636363636365,4.800000000000001,706.290909090909,50.03454545454545,34.4,25.1,58.48,0.0,18.0,6.9,115.0,1005.0,50.0,6.0,11,135.4
156,0,134,2555.6916666666666,103.4,739.2833333333334,50.06166666666667,27.9,21.9,69.61,0.0,11.2,1.1,0.0,1009.0,36.6,6.0,25,6.5
157,1,134,2520.427272727273,172.5,755.0909090909091,50.1109090909091,30.6,21.4,57.79,0.0,12.2,4.7,275.0,1006.6,33.9,7.9,222,15.3
158,2,134,2424.8166666666666,312.5,759.1750000000001,50.1025,29.5,23.0,68.17,0.0,8.6,11.2,280.0,1010.0,50.0,6.0,456,31.2
159,3,134,2351.1727272727276,359.29999999999995,745.1363636363636,50.04272727272728,31.9,22.1,56.06,0.0,7.9,6.2,286.0,1009.2,12.0,6.0,671,48.7
160,4,134,2320.6916666666666,424.8,738.5166666666668,49.99166666666667,34.9,20.2,42.48,0.0,7.6,5.4,287.0,1006.0,34.8,7.8,845,69.3
161,5,134,2307.6454545454544,386.8,737.709090909091,49.98545454545455,35.1,21.1,44.2,0.0,7.9,6.5,275.0,1008.0,12.0,6.0,963,88.4
162,6,134,2316.9333333333334,390.3,741.15,49.98583333333334,35.1,21.7,45.77,0.0,8.6,6.5,319.0,1007.0,29.2,6.0,1012,107.4
163,7,134,2363.9363636363632,293.5,734.6545454545454,49.91727272727273,37.9,20.3,36.21,0.0,9.7,2.3,53.0,1002.9,27.7,7.8,992,122.1
164,8,134,2416.409090909091,177.39999999999998,730.190909090909,49.99090909090909,36.1,21.7,43.32,0.0,14.0,3.9,132.4,1006.0,30.9,6.0,903,131.3
165,9,134,2499.4076923076923,89.9,717.6461538461539,50.02230769230769,37.1,21.7,41.01,0.0,18.7,4.0,80.0,1005.0,50.0,6.0,751,135.7
166,10,134,2468.3999999999996,48.7,719.5153846153846,50.08769230769231,37.5,19.9,36.11,0.0,18.0,5.6,86.0,1002.0,57.2,7.9,435,137.9
167,11,134,2016.1272727272726,10.1,721.0636363636364,50.07818181818182,33.5,22.4,52.4,0.0,14.0,5.5,145.0,1006.2,55.7,5.0,175,138.2
168,0,135,2595.708333333333,94.69999999999999,717.1166666666667,50.080000000000005,23.4,22.0,91.65,0.0,17.3,5.8,305.0,1010.0,55.7,5.0,30,7.4
169,1,135,2567.427272727273,168.1,713.7636363636364,50.03636363636363,26.9,23.2,80.4,6.8,13.3,3.4,1.0,1007.9,43.5,4.6,220,16.0
170,2,135,2492.9,310.2,721.7583333333333,50.01916666666667,29.2,21.1,61.84,0.0,10.4,7.0,56.0,1010.0,29.2,6.0,454,32.3
