name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"17.4116,78.3987",2022-07-01T00:00:00,25,25,21,78.5,0,0,,0,0,31.3,16.5,255,1007,89,5,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116,78.3987",2022-07-01T01:00:00,24.5,24.5,21,80.81,0,0,rain,0,0,38.2,18.6,270,1007,89,5,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116,78.3987",2022-07-01T02:00:00,25.3,25.3,22,82.15,0,0,,0,0,43.9,14.3,270,1002.5,44.2,4.2,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-01T03:00:00,24,24,21,83.34,0,0,,0,0,36.7,13,260,1006,89,5,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116,78.3987",2022-07-01T04:00:00,23.5,23.5,21,85.81,0,0,,0,0,36,15.6,265,1006,89,5,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116,78.3987",2022-07-01T05:00:00,24.3,24.3,21,82.27,0,0,,0,0,36.4,5.7,270,1002.4,67,4.2,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-01T06:00:00,23,23,21,88.52,0,0,,0,0,39.2,18.5,260,1007,89,5,0,,0,10,Partially cloudy,partly-cloudy-day,"43128599999,VOHS"
"17.4116,78.3987",2022-07-01T07:00:00,23.2,23.2,21.9,92.06,0,0,,0,0,40.7,11.2,286,1007,89.1,6,22,0.1,0,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-01T08:00:00,26.1,26.1,22.1,78.47,0,0,,0,0,33.5,10.5,271,1005.1,57.8,5.1,149,0.5,1,10,Partially cloudy,partly-cloudy-day,"VOHY,43083099999,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-01T09:00:00,26.3,26.3,22.9,81.79,0,0,,0,0,33.5,10.1,298,1008,50,6,324,1.2,3,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-01T10:00:00,27.3,30.1,22.9,77.11,0,0,,0,0,33.5,10.1,299,1008,55.7,6,584,2.1,6,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-01T11:00:00,29.1,32.9,23,69.72,0,0,,0,0,31.7,8.8,321,1004.8,66.5,5.1,752,2.7,8,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-01T12:00:00,28.3,32.3,23.8,76.59,0,0,,0,0,28.1,11.8,290,1007,55.7,6,793,2.9,8,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-01T13:00:00,29.2,33.7,23.7,72.26,0,0,rain,0,0,27.4,12,316,1006,55.7,6,588,2.1,6,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-01T14:00:00,30.7,35.1,23,63.57,0,0,,0,0,25.9,7.2,280,1002.5,54.6,5.1,504,1.8,5,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-01T15:00:00,30.2,35.1,23.7,68.22,0,0,rain,0,0,25.6,8.9,313,1004.8,50,6,419,1.5,4,30,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-01T16:00:00,30.3,34.4,22.9,64.51,0,0,rain,0,0,25.6,7.9,299,1004,50,6,490,1.8,5,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-01T17:00:00,31.2,35,22.2,59.03,0,0,rain,0,0,25.6,9,254,1001.2,54.6,5.1,356,1.3,4,10,Partially cloudy,partly-cloudy-day,"VOHY,43083099999,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-01T18:00:00,29.4,33.1,22.8,67.75,0,0,rain,0,0,23.4,5.5,290,1004.8,50,6,161,0.6,2,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-01T19:00:00,28.3,31.5,22.7,71.77,0,0,,0,0,24.1,10.1,316,1005.8,50,6,85,0.3,0,10,Partially cloudy,partly-cloudy-night,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-01T20:00:00,27.8,30.5,22.3,71.9,0,0,rain,0,0,25.9,5.9,331,1004.5,69.5,5.1,5,0,0,10,Partially cloudy,partly-cloudy-night,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-01T21:00:00,26.2,26.2,22.6,81.03,0,0,,0,0,33.5,10.1,313,1007.2,55.7,5.9,0,,0,10,Partially cloudy,partly-cloudy-night,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-01T22:00:00,24,24,21,83.2,0,0,,0,0,38.5,18.4,275,1008,89,4,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116,78.3987",2022-07-01T23:00:00,23.4,23.4,21.4,88.55,19,100,rain,0,0,40.3,6.2,280,1005.1,97.4,4,0,,0,10,"Rain, Overcast",rain,"43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-02T00:00:00,23,23,22,94.11,0,0,,0,0,40.7,21.4,285,1007,89,5,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116,78.3987",2022-07-02T01:00:00,23.5,23.5,22.5,94.13,0,0,,0,0,40.7,16.6,276,1006,89,5,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116,78.3987",2022-07-02T02:00:00,23.1,23.1,21.6,91.1,0,0,,0,0,40.7,6.5,245,1002.7,97.4,4.2,0,,0,10,Overcast,cloudy,"43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-02T03:00:00,24,24,23,94.15,0,0,,0,0,40.3,13,260,1005,89,5,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116,78.3987",2022-07-02T04:00:00,24,24,23,94.15,0,0,,0,0,41.8,17.4,260,1005,89,5,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116,78.3987",2022-07-02T05:00:00,24,24,22,88.26,0,0,,0,0,41.8,10.6,251,1002.1,82.2,4.2,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-02T06:00:00,24,24,23,94.15,0,0,,0,0,39.6,14.8,260,1006,89,5,0,,0,10,Partially cloudy,partly-cloudy-day,"43128599999,VOHS"
"17.4116,78.3987",2022-07-02T07:00:00,23.1,23.1,23,99.12,0,0,,0,0,37.8,8.6,294,1007,89.1,5.9,7,0,0,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-02T08:00:00,24.1,24.1,22.6,91.01,0,0,,0,0,37.8,8.4,297,1005.1,93.7,5,69,0.2,1,10,Overcast,cloudy,"VOHY,43083099999,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-02T09:00:00,24.2,24.2,23.1,93.33,0,0,,0,0,37.4,10.2,297,1007,89.1,5.9,227,0.8,2,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-02T10:00:00,25.2,25.2,23.1,87.92,0,0,,0,0,37.1,12.2,289,1007,89.1,5.9,486,1.7,5,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-02T11:00:00,27.2,30.1,23.1,78.49,0,0,,0,0,37.1,8.8,291,1004,93.7,4.9,457,1.6,5,10,Overcast,cloudy,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-02T12:00:00,27.1,30.3,23.9,82.24,0,0,,0,0,33.5,10.5,299,1006,89.1,5.9,338,1.2,3,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-02T13:00:00,27.3,30.5,23.6,80.49,0,0,,0,0,32.4,13,299,1005,89.1,5.9,657,2.4,7,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-02T14:00:00,29.2,33,22.9,68.94,0,0,,0,0,37.1,9.4,290,1002.3,84.5,5.1,747,2.7,7,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-02T15:00:00,28.1,31.9,23.6,76.57,0,0,,0,0,29.9,9.1,281,1004,89.1,6,716,2.6,7,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-02T16:00:00,30.1,33.4,22.1,62.29,0,0,,0,0,30.2,18.4,280,1000,90,6,451,1.6,5,10,Partially cloudy,partly-cloudy-day,43128599999
"17.4116,78.3987",2022-07-02T17:00:00,30.2,33.9,22.6,63.85,0,0,,0,0,30.6,1.8,266.8,998.3,90,4,192,0.7,2,10,Partially cloudy,partly-cloudy-day,43128099999
"17.4116,78.3987",2022-07-02T18:00:00,22.9,22.9,21.9,93.99,0,0,,0,0,27.7,11.2,330,1004.8,83.4,4.3,196,0.7,2,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-02T19:00:00,23.4,23.4,22.7,95.69,0,0,,0,0,28.1,2.5,352,1004.8,83.4,5.1,77,0.3,0,10,Partially cloudy,partly-cloudy-night,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-02T20:00:00,24.7,24.7,23,90.44,0.5,100,rain,0,0,26.3,1.1,278.7,1002.7,84.5,4.7,3,0,0,10,"Rain, Partially cloudy",rain,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-02T21:00:00,24.1,24.1,23.7,97.41,0,0,rain,0,0,27.7,1.1,0,1005.8,89.1,5.1,0,,0,10,Partially cloudy,partly-cloudy-night,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-02T22:00:00,25,25,22,83.45,0,0,,0,0,30.6,8.4,230,1006,89,6,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116,78.3987",2022-07-02T23:00:00,25.1,25.1,23,88.03,0,0,,0,0,28.1,3.1,250,1002.2,89.8,4.2,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-03T00:00:00,25.5,25.5,22,81.07,0,0,,0,0,33.5,17.5,255,1006,89,5,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116,78.3987",2022-07-03T01:00:00,26,26,22,78.64,0,0,rain,0,0,38.9,18.4,280,1005,89,5,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116,78.3987",2022-07-03T02:00:00,23.5,23.5,21.4,87.83,19.5,100,rain,0,0,40.7,5.7,270,1002.6,97.4,4.2,0,,0,10,"Rain, Overcast",rain,"43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-03T03:00:00,24.5,24.5,21,80.81,0,0,,0,0,40.3,14.8,260,1005,89,5,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116,78.3987",2022-07-03T04:00:00,24,24,21,83.34,0,0,,0,0,40.7,14.8,270,1005,89,5,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116,78.3987",2022-07-03T05:00:00,24,24,21.6,86.51,0,0,,0,0,40,6.3,280,1002.1,97.4,4.2,0,,0,10,Overcast,cloudy,"43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-03T06:00:00,24,24,21.5,85.86,0,0,,0,0,36.7,14.8,260,1005,89,5,0,,0,10,Partially cloudy,partly-cloudy-day,"43128599999,VOHS"
"17.4116,78.3987",2022-07-03T07:00:00,23.1,23.1,22.7,97.39,0,0,,0,0,37.4,10.4,286,1006,89.1,5,20,0.1,0,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-03T08:00:00,25.2,25.2,22.5,85.13,0,0,,0,0,36.4,12.5,268,1004.4,75.4,4.6,144,0.5,1,10,Partially cloudy,partly-cloudy-day,"VOHY,43083099999,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-03T09:00:00,25.3,25.3,22.9,86.39,0,0,,0,0,32.4,11.2,296,1007,83.4,5.1,265,1,3,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-03T10:00:00,26.2,26.2,23.8,86.48,0,0,,0,0,29.9,11.2,306,1007.8,86.1,6,255,0.9,3,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-03T11:00:00,28.2,31.6,23.1,74.13,0,0,,0,0,29.9,13.8,282,1005,89.1,5.1,354,1.3,4,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-03T12:00:00,28.4,32.4,23.8,76.26,0,0,,0,0,33.5,8.6,306,1006.8,89.1,6,576,2.1,6,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-03T13:00:00,29.3,34.5,24.5,75.41,0,0,,0,0,33.5,10.1,306,1005.8,89.1,6,858,3.1,9,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-03T14:00:00,30.5,35.7,23.9,67.79,0,0,,0,0,38.9,8,264,1002.3,89.1,5.1,741,2.7,7,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-03T15:00:00,32.1,35.9,22.1,55.58,0,0,,0,0,27,20.5,290,1001,90,6,436,1.6,4,10,Partially cloudy,partly-cloudy-day,43128599999
"17.4116,78.3987",2022-07-03T16:00:00,25,25,23.7,92.84,0,0,,0,0,38.9,5.9,265,1003.8,89.1,5.9,381,1.4,4,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-03T17:00:00,26.1,26.1,24,88.62,1,100,rain,0,0,24.8,5.4,314,1001.7,93.7,4.6,213,0.8,2,10,"Rain, Overcast",rain,"VOHY,43083099999,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-03T18:00:00,25.1,25.1,23.8,92.54,0,0,,0,0,22.3,4.2,251,1004,86.1,4.9,52,0.2,1,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-03T19:00:00,25,25,23.9,93.37,0,0,,0,0,27,4.2,273,1005,89.1,4.9,43,0.2,0,10,Partially cloudy,partly-cloudy-night,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-03T20:00:00,25.6,25.6,23.8,90.1,0,0,,0,0,27.7,5,250,1003.4,75.2,4.5,1,0,0,10,Partially cloudy,partly-cloudy-night,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-03T21:00:00,23.4,23.4,23.1,97.84,0,0,,0,0,33.5,3.7,295,1007,89.1,5,0,,0,10,Partially cloudy,partly-cloudy-night,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-03T22:00:00,23.5,23.5,21,85.81,0,0,,0,0,28.4,19.6,295,1007,89,5,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116,78.3987",2022-07-03T23:00:00,23.1,23.1,21.4,89.84,6,100,rain,0,0,27.7,4.9,300,1003.5,97.4,4.2,0,,0,10,"Rain, Overcast",rain,"43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-04T00:00:00,23,23,22,94.11,0,0,,0,0,23.4,10.3,270,1007,89,5,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116,78.3987",2022-07-04T01:00:00,23,23,22,94.11,0,0,,0,0,26.3,13.8,265,1006,89,5,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116,78.3987",2022-07-04T02:00:00,23,23,21.7,91.95,0,0,rain,0,0,22.3,8.1,270,1003.1,97.4,4.2,0,,0,10,Overcast,cloudy,"43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-04T03:00:00,23,23,22,94.11,0,0,rain,0,0,22.3,19.4,280,1006,89,5,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116,78.3987",2022-07-04T04:00:00,23,23,22,94.11,0,0,rain,0,0,38.2,15.7,270,1006,89,5,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116,78.3987",2022-07-04T05:00:00,23.1,23.1,22,93.56,3,100,rain,0,0,36,6.7,268,1002.2,97.4,4.3,0,,0,10,"Rain, Overcast",rain,"43083099999,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-04T06:00:00,23,23,22,94.11,0,0,rain,0,0,36.4,11.2,250,1006,89,5,0,,0,10,Partially cloudy,partly-cloudy-day,"43128599999,VOHS"
"17.4116,78.3987",2022-07-04T07:00:00,22.1,22.1,22,99.12,0,0,rain,0,0,37.8,8.7,270,1006,98.4,5.9,2,0,0,10,Overcast,cloudy,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-04T08:00:00,23.8,23.8,22.3,91.81,0,0,rain,0,0,35.6,5.4,267,1004.3,99.3,5,38,0.1,0,10,Overcast,cloudy,"VOHY,43083099999,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-04T09:00:00,23.2,23.2,23,98.7,0,0,rain,0,0,32.4,9.1,269,1007,90.7,5.9,85,0.3,1,10,Overcast,cloudy,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-04T10:00:00,25.1,25.1,23.9,93.37,0,0,,0,0,32,9.1,294,1007,90.7,5.9,110,0.4,1,10,Overcast,cloudy,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-04T11:00:00,27.1,30.3,24,83.12,0,0,,0,0,29.5,7.2,260,1004.5,95.3,5,147,0.5,1,10,Overcast,cloudy,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-04T12:00:00,26.2,26.2,23.9,86.87,0,0,,0,0,27.4,9.4,272,1006,90.7,6,270,1,3,10,Overcast,cloudy,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-04T13:00:00,27.1,30.3,23.9,82.24,0,0,,0,0,25.2,9.4,261,1005.8,90.7,6,330,1.2,3,10,Overcast,cloudy,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-04T14:00:00,28.4,32.2,23.5,75.17,0,0,,0,0,22.7,8.3,247,1002.5,90.7,5.1,247,0.9,2,10,Overcast,cloudy,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-04T15:00:00,27.3,30.6,23.9,81.54,0,0,,0,0,20.5,7,286,1004,90.7,6,284,1,3,10,Overcast,cloudy,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-04T16:00:00,25.4,25.4,24.7,95.75,0,0,,0,0,18.4,6.6,235,1003.8,100,5.1,233,0.8,2,10,Overcast,cloudy,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-04T17:00:00,25.3,25.3,24.1,93.35,4,100,rain,0,0,16.6,1.6,221,1001.5,99.9,4.6,234,0.8,2,10,"Rain, Overcast",rain,"VOHY,43083099999,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-04T18:00:00,23.3,23.3,22.9,97.83,0,0,,0,0,14.4,6.2,288,1003.8,100,4.1,211,0.8,2,10,Overcast,cloudy,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-04T19:00:00,23.2,23.2,22.9,98.23,0,0,,0,0,12.2,6.5,228,1004,100,4,66,0.2,0,10,Overcast,cloudy,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-04T20:00:00,24.1,24.1,23.2,94.68,7,100,rain,0,0,13.3,7.5,50,1003.3,90.7,4.4,2,0,0,10,"Rain, Overcast",rain,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-04T21:00:00,22.1,22.1,22,99.12,0,0,rain,0,0,12.2,6.9,240,1006,90.7,4.9,0,,0,10,Overcast,cloudy,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-04T22:00:00,23,23,22,94.11,0,0,rain,0,0,16.9,13,235,1006,100,4,0,,0,10,Overcast,cloudy,"43128599999,VOHS"
"17.4116,78.3987",2022-07-04T23:00:00,23.9,23.9,22.3,90.73,0,0,rain,0,0,23.8,6.1,235,1002.1,92.4,4,0,,0,10,Overcast,cloudy,"43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-05T00:00:00,23,23,22,94.11,0,0,rain,0,0,40,17.7,240,1005,100,4,0,,0,10,Overcast,cloudy,"43128599999,VOHS"
"17.4116,78.3987",2022-07-05T01:00:00,23,23,22,94.11,0,0,,0,0,46.8,17.5,260,1005,100,4,0,,0,10,Overcast,cloudy,"43128599999,VOHS"
"17.4116,78.3987",2022-07-05T02:00:00,23.8,23.8,22.1,90.31,0,0,rain,0,0,43.9,6.5,250,1000.9,84.8,4,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-05T03:00:00,23,23,22,94.11,0,0,rain,0,0,42.1,15.7,255,1004,100,4,0,,0,10,Overcast,cloudy,"43128599999,VOHS"
"17.4116,78.3987",2022-07-05T04:00:00,23,23,22,94.11,0,0,rain,0,0,46.4,14.8,250,1004,100,4,0,,0,10,Overcast,cloudy,"43128599999,VOHS"
"17.4116,78.3987",2022-07-05T05:00:00,23.6,23.6,21.7,89.05,0,0,rain,0,0,46.8,8.6,267,1000.5,92.4,4,0,,0,3,Overcast,cloudy,"43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-05T06:00:00,23,23,22,94.11,0,0,rain,0,0,43.9,14.8,260,1004,100,4,0,,0,10,Overcast,cloudy,"43128599999,VOHS"
"17.4116,78.3987",2022-07-05T07:00:00,23.1,23.1,22.9,98.7,0,0,rain,0,0,40,12.1,269,1005,89.1,5.9,1,0,0,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-05T08:00:00,25.5,25.5,22.2,81.89,0,0,rain,0,0,39.6,9.7,275,1002.8,84.6,5.1,7,0,0,10,Partially cloudy,partly-cloudy-day,"VOHY,43083099999,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-05T09:00:00,25.1,25.1,22.9,87.14,0,0,rain,0,0,33.5,11.7,277,1005,89.1,6,22,0.1,0,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-05T10:00:00,26.1,26.1,23,82.85,0,0,rain,0,0,37.4,14,278,1005,89.1,6,48,0.2,0,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-05T11:00:00,27.2,29.9,22.8,77.18,0,0,,0,0,35.3,8.9,292,1002.8,89.1,5.1,62,0.2,1,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-05T12:00:00,27.2,30.5,23.9,82.25,0,0,,0,0,33.5,10.7,279,1004.8,55.7,6,97,0.3,1,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-05T13:00:00,28.2,32.3,24,77.93,0,0,,0,0,28.8,9.4,297,1003.8,55.7,6,301,1.1,3,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-05T14:00:00,30.3,34.6,23.1,65.48,0,0,rain,0,0,29.2,7.9,279,999.5,63.8,5.1,767,2.8,8,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-05T15:00:00,28.1,31.9,23.8,77.54,0,0,rain,0,0,29.5,12.2,276,1002.8,55.7,5.9,632,2.3,6,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-05T16:00:00,24.3,24.3,23.9,97.41,0,0,rain,0,0,27.4,6.4,304,1002,89.1,5.8,410,1.5,4,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-05T17:00:00,26.9,29.7,23.8,83.06,1,100,rain,0,0,26.6,3.6,258,999.6,75.4,5.1,315,1.1,3,10,"Rain, Partially cloudy",rain,"VOHY,43083099999,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-05T18:00:00,25.3,25.3,23.9,91.76,0,0,rain,0,0,26.6,4.6,270,1002.8,89.1,6,203,0.7,2,10,Partially cloudy,partly-cloudy-day,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-05T19:00:00,24.4,24.4,23.9,96.97,0,0,rain,0,0,31.3,6.1,301,1003.8,89.1,6,64,0.2,0,10,Partially cloudy,partly-cloudy-night,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-05T20:00:00,25.2,25.2,23.7,91.43,0,0,rain,0,0,38.2,3.4,250,1002,98.4,5,2,0,0,10,Overcast,cloudy,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-05T21:00:00,22.2,22.2,21.9,98.24,0,0,rain,0,0,43.6,12.8,294,1005.8,98.4,5.7,0,,0,10,Overcast,cloudy,"VOHY,43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-05T22:00:00,21.5,21.5,20,91.1,0,0,rain,0,0,44.3,20.4,270,1006,89,4,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116,78.3987",2022-07-05T23:00:00,22,22,20.1,89.11,10,100,rain,0,0,43.2,3.6,260,1002.9,97.4,4,0,,0,10,"Rain, Overcast",rain,"43128599999,43128099999,VOHS"
"17.4116,78.3987",2022-07-06T00:00:00,22,22,20,88.44,0,0,rain,0,0,41.4,12.1,250,1005,89,4,0,,0,10,Partially cloudy,partly-cloudy-night,"43128599999,VOHS"
"17.4116,78.3987",2022-07-06T01:00:00,22.1,22.1,21.1,94.06,0,0,rain,0,0,38.9,11.2,260,1003,100,3,0,,0,10,Overcast,cloudy,43128599999
"17.4116,78.3987",2022-07-06T02:00:00,22.6,22.6,21.5,93.51,0,0,rain,0,0,39.2,18.7,251.9,1002,100,6,0,,0,10,Overcast,cloudy,remote
"17.4116,78.3987",2022-07-06T03:00:00,22.3,22.3,21.3,94.07,0,0,rain,0,0,39.6,18.7,244.6,1002,100,7,0,,0,10,Overcast,cloudy,remote
"17.4116,78.3987",2022-07-06T04:00:00,22.4,22.4,21.3,93.5,0,0,rain,0,0,39.2,18.4,241.3,1002,100,5.4,0,,0,10,Overcast,cloudy,remote
"17.4116,78.3987",2022-07-06T05:00:00,23.4,23.4,21.4,88.55,0,0,rain,0,0,37.1,7.6,233.2,1001.1,100,4,0,,0,10,Overcast,cloudy,43128099999
